codeQuality,communication,problemSolving,timeManagement,assignment_score,codeQuality_variance,communication_variance,problemSolving_variance,timeManagement_variance,assignment_score_variance,success_rate,domain_count,PromotionStatus,designation_Software Engineer I,designation_Software Engineer II,designation_Software Engineer III,designation_Solution Consultant,designation_Solution Enabler
33.33,77.0,13.67,67.67,54.0,345.33,925.0,166.33,72.33,487.0,0.3333333333333333,2,1,False,False,False,True,False
95.67,36.33,52.0,22.0,51.33,24.33,940.33,1677.0,147.0,1656.33,0.6666666666666666,2,1,True,False,False,False,False
33.67,48.33,58.0,61.33,72.0,196.33,2308.33,1777.0,1222.33,133.0,1.0,1,1,False,True,False,False,False
14.0,54.67,31.67,62.0,72.0,111.0,1737.33,602.33,679.0,849.0,0.6666666666666666,2,1,False,False,False,True,False
51.0,17.0,62.67,54.33,61.67,661.0,193.0,1244.33,1985.33,814.33,0.3333333333333333,2,1,False,True,False,False,False
75.67,63.67,82.0,32.0,95.33,57.33,1180.33,28.0,439.0,5.33,1.0,2,2,False,True,False,False,False
38.0,59.67,42.67,72.33,58.67,1477.0,472.33,1109.33,1297.33,2069.33,0.6666666666666666,2,1,False,False,False,False,True
57.67,50.33,67.33,56.0,40.67,456.33,366.33,36.33,349.0,897.33,0.3333333333333333,2,1,False,False,False,True,False
50.67,53.33,42.0,73.0,31.0,390.33,1526.33,1569.0,37.0,1324.0,0.3333333333333333,3,1,False,False,True,False,False
63.67,67.67,47.33,48.33,44.33,932.33,1010.33,1122.33,1642.33,910.33,0.3333333333333333,2,1,True,False,False,False,False
71.0,63.33,34.67,66.0,45.67,1549.0,233.33,296.33,844.0,554.33,0.3333333333333333,3,2,False,False,False,True,False
31.67,38.67,58.33,45.0,39.33,220.33,1584.33,1484.33,811.0,64.33,0.0,3,1,False,False,False,True,False
48.33,20.67,58.0,52.33,27.0,1829.33,433.33,336.0,112.33,1141.0,0.3333333333333333,2,0,False,False,True,False,False
53.0,45.33,50.0,53.33,42.33,1225.0,1630.33,21.0,1520.33,2336.33,0.3333333333333333,1,1,False,False,True,False,False
41.67,63.33,64.33,40.33,32.33,2060.33,1160.33,974.33,97.33,969.33,0.3333333333333333,1,1,False,True,False,False,False
48.33,44.67,53.33,55.0,44.67,482.33,1460.33,290.33,1339.0,225.33,0.3333333333333333,2,1,True,False,False,False,False
67.0,36.67,76.33,67.67,31.67,228.0,569.33,576.33,362.33,481.33,0.0,2,2,False,False,False,True,False
66.0,63.0,61.67,48.67,63.33,1891.0,108.0,2494.33,506.33,184.33,0.3333333333333333,2,2,True,False,False,False,False
56.0,75.0,42.33,54.67,35.33,2179.0,387.0,540.33,1497.33,17.33,0.0,2,1,False,False,False,True,False
47.33,16.0,47.67,33.33,33.67,1080.33,133.0,2474.33,1070.33,884.33,0.3333333333333333,2,0,False,True,False,False,False
46.67,63.67,43.33,75.67,57.33,76.33,2354.33,1274.33,270.33,1605.33,0.6666666666666666,2,2,False,False,True,False,False
47.0,47.67,40.67,76.67,54.33,21.0,954.33,321.33,54.33,1120.33,0.3333333333333333,3,1,False,False,True,False,False
59.33,60.0,68.67,29.67,53.0,352.33,1764.0,212.33,1100.33,1116.0,0.3333333333333333,3,1,False,False,False,False,True
59.33,66.0,39.33,31.33,27.0,2074.33,1417.0,1312.33,154.33,1281.0,0.3333333333333333,2,1,False,False,False,True,False
33.33,53.67,29.33,45.67,16.0,505.33,1164.33,582.33,484.33,169.0,0.0,2,0,False,False,False,True,False
72.33,49.33,46.33,33.0,34.0,50.33,264.33,514.33,931.0,349.0,0.0,2,1,False,True,False,False,False
55.67,43.67,46.67,62.67,61.67,10.33,1782.33,1154.33,102.33,186.33,0.6666666666666666,2,1,True,False,False,False,False
53.33,21.67,62.0,62.0,77.0,90.33,292.33,1708.0,2932.0,403.0,1.0,2,2,False,False,False,False,True
48.67,60.33,63.33,32.33,79.67,134.33,1408.33,1109.33,241.33,170.33,1.0,1,2,True,False,False,False,False
54.67,28.67,54.0,38.33,35.67,1449.33,564.33,259.0,1264.33,412.33,0.0,1,1,False,False,False,True,False
18.33,54.0,73.67,61.0,50.0,258.33,631.0,108.33,1183.0,1273.0,0.3333333333333333,3,1,False,False,True,False,False
56.33,52.67,20.33,65.0,23.67,2345.33,226.33,240.33,243.0,226.33,0.0,2,1,False,True,False,False,False
43.67,63.0,45.33,70.67,35.33,1200.33,127.0,357.33,290.33,1270.33,0.3333333333333333,2,1,True,False,False,False,False
53.0,40.67,51.0,57.33,45.0,469.0,1425.33,873.0,321.33,511.0,0.3333333333333333,2,1,False,False,False,True,False
56.33,70.33,18.33,46.33,44.67,617.33,112.33,432.33,1158.33,2377.33,0.3333333333333333,1,1,False,False,True,False,False
57.33,58.67,33.0,51.0,50.0,550.33,650.33,829.0,819.0,1911.0,0.6666666666666666,2,1,False,True,False,False,False
80.0,57.67,48.67,26.0,55.33,37.0,144.33,1106.33,1108.0,1504.33,0.6666666666666666,2,1,True,False,False,False,False
82.67,31.67,82.33,10.67,57.0,440.33,654.33,65.33,56.33,1948.0,0.6666666666666666,2,1,True,False,False,False,False
51.33,52.67,42.33,56.67,66.0,1908.33,96.33,1097.33,665.33,1137.0,0.6666666666666666,3,1,False,False,False,False,True
31.33,52.33,29.0,62.33,32.67,302.33,54.33,103.0,296.33,816.33,0.3333333333333333,2,0,False,False,True,False,False
81.0,70.67,58.67,45.67,57.33,597.0,1358.33,202.33,1429.33,2094.33,0.6666666666666666,2,2,False,True,False,False,False
33.33,62.0,61.33,71.67,60.0,1704.33,993.0,2021.33,42.33,1543.0,0.6666666666666666,2,2,False,False,False,False,True
68.67,64.33,39.33,30.33,28.67,284.33,841.33,602.33,754.33,366.33,0.0,3,1,True,False,False,False,False
39.0,67.67,39.33,10.67,42.33,784.0,1801.33,1304.33,226.33,166.33,0.0,1,0,False,False,True,False,False
79.67,41.0,40.33,48.33,61.33,44.33,669.0,1452.33,652.33,932.33,0.6666666666666666,2,1,False,False,False,False,True
82.33,78.33,28.33,48.0,59.0,114.33,42.33,165.33,1057.0,684.0,0.6666666666666666,2,2,False,True,False,False,False
48.0,63.67,46.0,45.0,46.33,421.0,641.33,1099.0,1612.0,2161.33,0.3333333333333333,3,1,False,False,False,False,True
55.67,52.33,38.33,50.0,63.67,706.33,1317.33,545.33,981.0,1097.33,0.6666666666666666,3,1,False,False,True,False,False
31.67,65.67,39.33,62.67,51.67,652.33,2672.33,505.33,126.33,409.33,0.3333333333333333,1,1,True,False,False,False,False
51.0,41.33,36.67,20.67,36.0,768.0,64.33,1044.33,576.33,1296.0,0.3333333333333333,2,0,False,True,False,False,False
42.33,56.33,33.0,41.67,78.0,1289.33,434.33,1953.0,1174.33,496.0,0.6666666666666666,2,1,True,False,False,False,False
29.67,41.33,43.33,69.67,68.0,1640.33,880.33,954.33,322.33,124.0,0.6666666666666666,2,1,False,False,False,True,False
63.0,70.67,40.67,66.67,38.67,1975.0,482.33,1500.33,520.33,961.33,0.3333333333333333,3,2,False,False,False,True,False
55.67,28.0,58.67,62.67,53.67,641.33,508.0,646.33,1860.33,692.33,0.3333333333333333,2,1,False,True,False,False,False
17.0,41.67,50.67,60.67,65.67,172.0,562.33,1334.33,716.33,10.33,1.0,2,1,False,False,True,False,False
54.67,56.0,35.67,71.0,24.67,1486.33,117.0,86.33,111.0,420.33,0.0,2,1,False,False,False,False,True
54.67,43.0,64.67,39.0,24.67,34.33,1321.0,242.33,868.0,840.33,0.0,2,1,False,False,True,False,False
81.0,20.0,29.0,36.33,47.33,28.0,316.0,25.0,185.33,280.33,0.0,1,1,False,False,True,False,False
61.67,45.0,19.67,67.0,32.0,230.33,1651.0,322.33,684.0,7.0,0.0,3,1,False,False,False,True,False
49.67,59.0,64.0,64.67,57.33,1892.33,1075.0,508.0,2277.33,1122.33,0.3333333333333333,3,2,False,False,True,False,False
63.33,73.33,35.67,31.67,47.67,1526.33,658.33,826.33,366.33,1902.33,0.3333333333333333,2,1,False,False,False,True,False
44.33,59.67,24.67,59.67,42.67,712.33,562.33,34.33,2681.33,440.33,0.0,2,1,False,False,False,False,True
68.67,58.0,37.0,94.0,58.0,24.33,189.0,691.0,28.0,1533.0,0.3333333333333333,2,2,False,False,True,False,False
37.33,52.0,36.33,37.33,19.33,1204.33,588.0,405.33,982.33,129.33,0.0,2,0,False,False,False,True,False
42.33,57.33,68.0,49.67,44.0,1285.33,312.33,1057.0,485.33,2541.0,0.3333333333333333,2,1,True,False,False,False,False
25.67,55.33,68.67,22.33,57.0,432.33,366.33,308.33,54.33,571.0,0.3333333333333333,1,1,False,False,True,False,False
76.33,46.67,15.33,25.67,60.0,641.33,2236.33,372.33,97.33,937.0,0.6666666666666666,2,1,False,False,True,False,False
26.0,66.33,23.67,36.67,35.67,1659.0,50.33,890.33,752.33,681.33,0.3333333333333333,2,0,False,False,False,False,True
34.0,47.33,67.33,54.67,49.33,2803.0,2105.33,537.33,1736.33,754.33,0.3333333333333333,2,1,True,False,False,False,False
66.67,65.33,28.0,54.67,73.0,1358.33,906.33,1249.0,1124.33,81.0,1.0,2,2,False,True,False,False,False
51.67,62.33,62.33,63.0,71.67,1960.33,500.33,974.33,39.0,272.33,0.6666666666666666,2,2,False,False,False,True,False
53.0,50.33,64.67,61.33,45.33,31.0,1576.33,10.33,310.33,1732.33,0.3333333333333333,1,1,False,False,True,False,False
62.0,44.67,71.33,40.67,44.0,1675.0,766.33,154.33,184.33,532.0,0.3333333333333333,2,1,False,False,False,False,True
15.33,40.0,24.0,63.33,42.67,21.33,679.0,441.0,250.33,1682.33,0.3333333333333333,3,0,True,False,False,False,False
64.67,40.0,60.67,48.33,38.67,917.33,1261.0,956.33,76.33,872.33,0.3333333333333333,3,1,False,True,False,False,False
54.67,71.0,84.0,63.0,57.67,824.33,637.0,151.0,28.0,2266.33,0.6666666666666666,2,2,False,False,True,False,False
88.33,60.67,67.0,19.67,11.0,280.33,580.33,763.0,306.33,48.0,0.0,3,1,False,False,False,True,False
23.67,91.33,62.0,32.33,54.33,64.33,14.33,241.0,1934.33,1605.33,0.3333333333333333,2,1,False,False,False,True,False
42.67,54.0,66.67,57.33,66.33,201.33,916.0,808.33,652.33,344.33,0.6666666666666666,1,2,False,True,False,False,False
54.0,27.0,37.0,18.0,21.0,2107.0,343.0,1159.0,13.0,361.0,0.0,2,0,True,False,False,False,False
43.0,38.0,35.33,55.33,49.67,1159.0,139.0,457.33,1736.33,1057.33,0.6666666666666666,2,1,False,False,True,False,False
41.33,65.0,63.0,66.33,51.67,1870.33,576.0,625.0,424.33,1897.33,0.6666666666666666,2,2,False,True,False,False,False
39.67,35.33,52.0,60.67,47.0,16.33,769.33,1857.0,1906.33,1813.0,0.3333333333333333,2,1,False,False,False,True,False
67.67,44.67,70.67,42.0,72.33,954.33,500.33,30.33,559.0,132.33,1.0,3,2,False,False,False,False,True
13.0,46.0,29.0,22.33,58.33,63.0,1413.0,39.0,316.33,1550.33,0.6666666666666666,3,0,False,False,False,False,True
60.33,24.67,49.67,64.0,75.67,654.33,17.33,882.33,3073.0,82.33,1.0,2,1,False,False,False,False,True
45.67,25.0,47.33,61.67,49.67,1797.33,817.0,694.33,894.33,377.33,0.3333333333333333,1,1,True,False,False,False,False
43.33,21.0,48.33,72.67,77.0,1258.33,133.0,325.33,576.33,463.0,0.6666666666666666,2,1,False,True,False,False,False
68.33,46.67,59.33,34.0,56.0,394.33,422.33,382.33,844.0,387.0,0.3333333333333333,3,1,False,False,False,False,True
25.0,40.33,41.0,79.0,33.0,867.0,2472.33,1501.0,373.0,2532.0,0.3333333333333333,2,1,False,False,False,False,True
29.67,59.33,55.67,70.33,87.67,244.33,1222.33,1230.33,561.33,25.33,1.0,2,2,False,True,False,False,False
63.0,51.0,74.33,49.0,77.0,2997.0,817.0,692.33,949.0,523.0,0.6666666666666666,3,2,False,True,False,False,False
37.67,40.33,54.0,41.67,64.33,984.33,665.33,1159.0,2436.33,684.33,0.6666666666666666,2,1,False,False,False,True,False
9.33,66.67,60.33,28.67,49.0,74.33,1026.33,1081.33,692.33,1588.0,0.6666666666666666,1,1,False,False,False,True,False
27.67,28.67,38.67,80.33,63.33,584.33,424.33,604.33,177.33,1612.33,0.6666666666666666,2,1,True,False,False,False,False
63.33,76.0,33.67,33.33,45.0,1474.33,1084.0,444.33,816.33,1092.0,0.3333333333333333,1,1,False,False,False,True,False
31.67,36.0,69.0,53.33,51.0,160.33,669.0,147.0,1070.33,196.0,0.3333333333333333,2,1,False,False,False,False,True
51.67,79.33,43.33,41.33,46.33,2058.33,545.33,1465.33,1450.33,1169.33,0.6666666666666666,2,1,False,False,False,True,False
89.33,67.33,54.0,42.67,60.67,49.33,182.33,1039.0,1705.33,352.33,0.3333333333333333,1,2,False,True,False,False,False
33.0,36.33,86.0,48.67,36.67,931.0,394.33,124.0,500.33,661.33,0.3333333333333333,2,1,False,False,True,False,False
90.33,53.0,64.67,34.0,78.67,41.33,925.0,554.33,571.0,229.33,1.0,2,2,False,False,False,False,True
53.67,22.33,54.0,53.67,48.0,1586.33,586.33,1057.0,1974.33,1539.0,0.6666666666666666,3,1,False,False,False,True,False
59.67,51.33,63.33,41.33,25.0,2524.33,1570.33,241.33,320.33,775.0,0.0,3,1,False,False,False,True,False
41.0,66.67,68.0,18.67,37.0,84.0,752.33,763.0,474.33,13.0,0.0,2,1,False,False,False,False,True
63.0,51.67,56.0,29.0,64.0,2617.0,366.33,1057.0,271.0,549.0,0.6666666666666666,2,1,True,False,False,False,False
47.33,58.0,71.67,61.67,69.0,896.33,2007.0,1192.33,272.33,1084.0,0.6666666666666666,2,2,True,False,False,False,False
60.33,54.0,75.0,54.0,28.33,1409.33,900.0,84.0,1267.0,632.33,0.0,2,1,False,False,True,False,False
57.67,71.0,19.33,64.0,41.0,1562.33,403.0,116.33,972.0,948.0,0.3333333333333333,2,1,False,True,False,False,False
69.33,65.67,58.67,63.33,59.33,581.33,1157.33,758.33,489.33,2210.33,0.6666666666666666,3,2,False,True,False,False,False
54.67,56.0,32.33,50.33,47.0,602.33,1263.0,641.33,2060.33,775.0,0.3333333333333333,2,1,False,False,True,False,False
75.33,45.67,28.67,57.67,10.67,520.33,2236.33,545.33,404.33,16.33,0.0,2,1,False,False,True,False,False
73.33,19.0,33.0,85.33,34.67,596.33,157.0,2356.0,185.33,532.33,0.3333333333333333,3,1,False,False,False,True,False
67.0,45.0,60.67,58.33,60.0,63.0,976.0,945.33,1458.33,277.0,0.3333333333333333,2,2,True,False,False,False,False
71.67,69.67,21.67,64.33,55.33,1084.33,329.33,344.33,2552.33,290.33,0.3333333333333333,2,2,True,False,False,False,False
49.0,80.67,38.0,38.33,57.0,181.0,170.33,1911.0,2116.33,1075.0,0.3333333333333333,2,1,False,False,False,True,False
67.67,40.67,41.0,38.67,41.33,277.33,841.33,1147.0,1169.33,2201.33,0.3333333333333333,2,1,True,False,False,False,False
62.67,56.67,62.0,88.67,38.67,1226.33,824.33,2467.0,56.33,369.33,0.0,2,2,False,False,True,False,False
36.33,29.67,42.67,31.0,56.0,1070.33,1054.33,1605.33,577.0,1821.0,0.6666666666666666,2,0,False,False,False,False,True
55.33,49.33,27.67,52.33,10.0,1136.33,1144.33,162.33,1289.33,147.0,0.0,2,0,False,False,False,False,True
58.67,30.67,55.0,56.67,42.67,2129.33,352.33,1924.0,416.33,2097.33,0.3333333333333333,2,1,False,False,True,False,False
51.0,59.33,54.33,43.33,96.33,1069.0,2214.33,1590.33,1100.33,22.33,1.0,2,2,False,False,True,False,False
60.67,23.33,52.67,74.67,63.0,616.33,184.33,1160.33,234.33,273.0,0.6666666666666666,2,1,False,False,False,False,True
47.67,25.0,36.33,28.67,86.67,1564.33,27.0,1576.33,366.33,92.33,1.0,1,1,True,False,False,False,False
41.67,76.33,62.33,45.0,62.33,1010.33,44.33,714.33,721.0,60.33,0.6666666666666666,2,2,False,False,True,False,False
32.0,38.0,41.33,48.33,68.67,507.0,291.0,1145.33,2256.33,182.33,0.6666666666666666,2,1,False,True,False,False,False
41.33,59.67,45.67,67.0,33.0,1794.33,120.33,1282.33,388.0,91.0,0.0,2,1,False,False,False,False,True
55.0,54.67,59.67,68.0,68.67,268.0,974.33,489.33,475.0,917.33,0.6666666666666666,2,2,False,False,False,True,False
39.67,68.0,63.33,36.67,54.67,1120.33,313.0,517.33,290.33,786.33,0.6666666666666666,2,1,False,False,True,False,False
48.67,53.0,42.33,39.33,42.67,146.33,2109.0,1381.33,584.33,34.33,0.0,2,1,False,True,False,False,False
86.33,60.67,41.0,31.33,49.0,146.33,36.33,763.0,874.33,496.0,0.3333333333333333,2,1,False,False,False,True,False
29.67,63.33,27.67,55.33,50.33,664.33,530.33,200.33,1304.33,1641.33,0.6666666666666666,1,1,False,False,True,False,False
55.0,69.33,20.33,87.33,58.33,868.0,217.33,329.33,201.33,124.33,0.3333333333333333,3,2,False,True,False,False,False
23.0,56.67,35.0,58.33,58.33,196.0,1937.33,1911.0,1196.33,762.33,0.6666666666666666,2,1,True,False,False,False,False
56.33,31.67,35.67,31.33,33.67,1892.33,833.33,692.33,857.33,554.33,0.0,2,0,False,False,False,False,True
53.0,52.33,33.67,63.67,71.0,2317.0,156.33,530.33,897.33,1488.0,0.6666666666666666,1,1,False,True,False,False,False
68.0,62.0,51.0,31.0,42.0,1204.0,1548.0,1477.0,28.0,1876.0,0.3333333333333333,2,1,False,False,False,True,False
36.33,70.67,82.67,14.33,76.33,486.33,424.33,136.33,65.33,422.33,1.0,2,2,False,True,False,False,False
53.67,44.0,44.67,55.67,49.33,1126.33,427.0,362.33,2290.33,622.33,0.3333333333333333,2,1,False,False,False,True,False
76.33,64.67,31.67,24.33,53.67,745.33,462.33,485.33,166.33,1262.33,0.3333333333333333,2,1,False,True,False,False,False
67.33,72.0,67.67,58.33,65.33,1417.33,103.0,809.33,386.33,170.33,0.6666666666666666,3,2,True,False,False,False,False
61.0,53.0,36.33,80.67,59.33,1036.0,1693.0,192.33,169.33,82.33,0.6666666666666666,3,2,False,True,False,False,False
61.0,29.0,69.0,36.67,71.33,2863.0,675.0,652.0,1752.33,374.33,0.6666666666666666,2,1,False,False,True,False,False
39.0,32.33,40.0,59.0,37.67,1792.0,290.33,399.0,291.0,786.33,0.3333333333333333,2,0,False,True,False,False,False
41.67,26.0,32.33,81.33,48.67,34.33,784.0,90.33,201.33,12.33,0.0,3,1,False,False,True,False,False
94.0,56.33,66.0,42.67,68.0,13.0,57.33,2107.0,142.33,157.0,0.6666666666666666,3,2,True,False,False,False,False
40.33,41.67,27.33,55.0,47.0,834.33,158.33,1785.33,259.0,1092.0,0.3333333333333333,2,1,False,True,False,False,False
49.67,61.33,29.33,58.33,34.33,1752.33,630.33,294.33,1410.33,325.33,0.0,2,1,False,False,False,False,True
50.67,36.0,39.67,41.33,67.0,836.33,724.0,1036.33,2342.33,2356.0,0.6666666666666666,2,1,False,False,False,True,False
44.0,17.67,34.33,60.67,45.0,1147.0,366.33,1892.33,1180.33,1119.0,0.3333333333333333,2,0,False,False,False,True,False
79.0,26.0,20.0,61.67,52.0,336.0,1387.0,201.0,1974.33,849.0,0.3333333333333333,2,1,False,False,False,True,False
37.0,52.33,42.0,53.33,79.0,1764.0,926.33,873.0,65.33,163.0,1.0,2,1,False,False,False,True,False
39.67,24.33,28.0,17.0,46.33,457.33,384.33,169.0,343.0,485.33,0.3333333333333333,2,0,False,False,False,True,False
56.0,45.0,56.0,26.67,37.33,604.0,1197.0,361.0,30.33,252.33,0.0,3,1,True,False,False,False,False
44.33,46.33,41.67,55.0,23.33,1010.33,1720.33,1166.33,496.0,202.33,0.0,2,1,False,False,False,True,False
36.0,73.33,55.0,45.0,49.33,889.0,433.33,1561.0,991.0,2004.33,0.3333333333333333,2,1,False,False,True,False,False
30.67,32.0,60.0,32.67,19.0,560.33,387.0,925.0,716.33,201.0,0.0,3,0,False,False,False,True,False
14.33,24.0,51.0,39.67,30.33,120.33,939.0,76.0,420.33,1130.33,0.3333333333333333,2,0,True,False,False,False,False
40.0,55.33,45.33,58.0,32.33,273.0,1830.33,272.33,2127.0,2172.33,0.3333333333333333,2,1,False,True,False,False,False
68.67,44.0,41.0,46.67,71.33,2162.33,171.0,1344.0,1392.33,505.33,0.6666666666666666,2,1,True,False,False,False,False
64.0,37.67,81.67,67.0,42.33,1191.0,950.33,140.33,523.0,240.33,0.0,2,2,True,False,False,False,False
42.67,69.67,48.67,65.0,38.0,1058.33,1512.33,954.33,400.0,1891.0,0.3333333333333333,2,1,False,False,False,False,True
83.0,34.0,19.0,65.67,55.33,457.0,1209.0,175.0,2245.33,1262.33,0.3333333333333333,2,1,False,False,False,True,False
26.0,49.67,51.0,42.33,83.67,271.0,526.33,379.0,37.33,160.33,1.0,2,1,False,False,False,True,False
52.0,67.0,36.67,51.0,28.0,1519.0,1459.0,1480.33,973.0,556.0,0.0,2,1,False,False,True,False,False
39.0,43.33,53.33,32.33,38.33,1627.0,342.33,1550.33,1502.33,134.33,0.0,3,0,False,False,False,False,True
34.0,60.67,47.33,47.67,45.33,1204.0,754.33,1102.33,1144.33,160.33,0.0,2,1,False,False,False,False,True
38.67,72.67,52.0,44.33,39.0,616.33,921.33,1693.0,456.33,400.0,0.0,1,1,False,True,False,False,False
53.33,55.33,75.0,60.67,47.33,1829.33,1186.33,337.0,234.33,1166.33,0.3333333333333333,2,2,True,False,False,False,False
34.67,54.0,38.0,68.0,75.33,1329.33,844.0,1308.0,268.0,41.33,1.0,2,1,False,False,False,False,True
74.67,74.67,77.67,51.0,45.67,324.33,533.33,305.33,91.0,180.33,0.3333333333333333,1,2,False,False,True,False,False
44.0,78.0,44.33,70.67,29.33,448.0,259.0,1425.33,862.33,34.33,0.0,2,1,False,False,True,False,False
31.33,54.0,52.33,61.0,17.0,433.33,1164.0,1329.33,937.0,25.0,0.0,2,1,False,False,False,False,True
58.33,43.33,49.67,71.67,50.33,1090.33,366.33,1364.33,108.33,1577.33,0.6666666666666666,2,1,True,False,False,False,False
43.0,64.33,73.33,48.33,55.67,441.0,1705.33,626.33,996.33,1366.33,0.6666666666666666,2,2,True,False,False,False,False
52.33,70.67,39.0,72.67,50.67,1225.33,286.33,2791.0,490.33,69.33,0.3333333333333333,3,2,False,False,True,False,False
57.67,85.33,68.67,70.0,54.33,176.33,57.33,274.33,169.0,114.33,0.6666666666666666,3,2,False,False,False,True,False
44.0,62.67,71.67,28.33,66.67,1477.0,201.33,816.33,272.33,66.33,1.0,2,1,False,False,False,True,False
65.67,49.67,23.67,32.33,34.67,265.33,1562.33,110.33,1465.33,1344.33,0.3333333333333333,3,0,False,False,False,False,True
55.67,19.33,35.0,48.33,47.0,1502.33,310.33,364.0,1546.33,1612.0,0.6666666666666666,2,0,False,True,False,False,False
56.0,49.0,69.67,62.0,29.0,201.0,871.0,902.33,1461.0,244.0,0.0,3,1,True,False,False,False,False
65.0,13.33,30.67,52.0,64.67,1036.0,386.33,416.33,1021.0,582.33,0.6666666666666666,2,1,False,False,False,False,True
64.0,34.0,68.0,67.67,21.67,439.0,903.0,156.0,1785.33,485.33,0.0,3,1,False,False,False,True,False
46.0,68.67,63.33,67.33,57.67,1299.0,30.33,1666.33,961.33,1850.33,0.6666666666666666,2,2,False,False,False,True,False
78.0,36.33,56.67,66.33,20.67,273.0,1136.33,246.33,329.33,86.33,0.0,2,1,True,False,False,False,False
57.67,25.67,29.0,38.67,74.67,1414.33,386.33,637.0,42.33,1012.33,0.6666666666666666,3,1,False,False,True,False,False
81.33,61.0,22.33,46.67,58.33,576.33,121.0,472.33,1542.33,230.33,0.6666666666666666,2,1,False,False,True,False,False
44.33,63.67,74.33,57.67,66.0,420.33,420.33,225.33,202.33,2884.0,0.6666666666666666,2,2,False,False,False,False,True
14.33,33.67,33.33,45.33,36.0,33.33,1689.33,849.33,1154.33,171.0,0.0,2,0,True,False,False,False,False
63.67,25.0,46.0,12.67,53.33,862.33,388.0,361.0,30.33,2210.33,0.6666666666666666,2,0,False,False,False,False,True
62.0,41.33,35.33,60.0,52.0,243.0,52.33,1714.33,619.0,1171.0,0.6666666666666666,2,1,True,False,False,False,False
88.67,58.33,59.33,72.0,56.33,36.33,416.33,1824.33,241.0,1969.33,0.6666666666666666,2,2,True,False,False,False,False
47.0,47.0,61.0,66.33,68.0,993.0,624.0,1456.0,500.33,1687.0,0.6666666666666666,2,2,False,True,False,False,False
9.0,38.33,39.33,43.0,75.33,112.0,706.33,257.33,247.0,465.33,1.0,3,0,False,False,False,True,False
51.33,54.67,48.33,60.0,72.33,156.33,577.33,582.33,271.0,121.33,1.0,2,2,True,False,False,False,False
47.0,65.67,70.67,36.0,76.0,109.0,2245.33,289.33,139.0,1263.0,0.6666666666666666,1,2,True,False,False,False,False
47.0,72.67,41.33,74.67,30.67,57.0,2241.33,204.33,324.33,82.33,0.0,2,1,False,False,False,True,False
63.0,57.33,43.33,69.33,63.67,271.0,581.33,1430.33,574.33,2290.33,0.6666666666666666,2,2,False,True,False,False,False
46.67,46.0,59.33,47.67,39.33,681.33,1300.0,930.33,2145.33,520.33,0.0,2,1,True,False,False,False,False
32.67,59.33,58.0,72.33,48.33,1176.33,849.33,903.0,560.33,116.33,0.0,2,1,False,False,False,False,True
35.33,56.33,67.0,21.33,58.0,841.33,1196.33,273.0,576.33,144.0,0.3333333333333333,2,1,False,False,False,True,False
53.67,47.0,51.33,54.33,32.67,622.33,12.0,1704.33,1008.33,916.33,0.3333333333333333,3,1,False,False,False,True,False
52.67,57.33,31.33,43.33,51.33,622.33,449.33,857.33,1502.33,1136.33,0.3333333333333333,2,1,False,True,False,False,False
57.33,66.33,57.0,17.67,50.0,586.33,129.33,64.0,165.33,1393.0,0.6666666666666666,2,1,False,False,False,False,True
51.67,55.0,70.0,33.0,40.0,1126.33,931.0,903.0,169.0,1039.0,0.3333333333333333,2,1,False,False,False,True,False
54.0,36.0,36.33,31.67,35.0,1047.0,927.0,1606.33,1616.33,93.0,0.0,1,0,False,False,False,True,False
66.33,89.33,36.67,47.67,61.33,1260.33,92.33,1977.33,110.33,2120.33,0.6666666666666666,2,2,False,True,False,False,False
69.67,64.0,23.67,47.33,67.33,726.33,1731.0,324.33,596.33,1220.33,0.6666666666666666,2,1,False,False,False,True,False
34.33,43.67,35.0,50.67,49.33,1484.33,522.33,157.0,1974.33,277.33,0.3333333333333333,2,1,False,False,False,False,True
71.0,15.33,57.0,72.67,72.0,364.0,72.33,1087.0,489.33,1803.0,0.6666666666666666,2,2,True,False,False,False,False
79.33,70.67,40.0,65.67,39.33,404.33,380.33,2401.0,550.33,1392.33,0.3333333333333333,2,2,False,True,False,False,False
41.33,44.0,51.67,67.33,46.67,217.33,1251.0,901.33,625.33,2265.33,0.3333333333333333,2,1,True,False,False,False,False
63.67,51.67,27.33,41.67,40.0,833.33,1465.33,497.33,652.33,1729.0,0.3333333333333333,3,1,False,False,True,False,False
57.33,42.33,47.33,50.33,66.0,1746.33,1377.33,562.33,8.33,607.0,0.6666666666666666,3,1,False,True,False,False,False
28.67,44.33,18.67,82.33,71.33,1114.33,992.33,297.33,254.33,610.33,0.6666666666666666,2,1,False,True,False,False,False
78.67,66.0,68.33,34.67,62.67,44.33,2281.0,1164.33,754.33,966.33,0.6666666666666666,2,2,False,True,False,False,False
49.33,51.67,41.33,37.67,41.67,72.33,1972.33,706.33,2134.33,1024.33,0.3333333333333333,3,1,False,False,False,True,False
33.33,70.67,82.33,35.33,48.0,214.33,145.33,92.33,1814.33,613.0,0.3333333333333333,2,1,True,False,False,False,False
59.67,25.67,19.0,42.0,73.0,702.33,52.33,567.0,7.0,679.0,0.6666666666666666,1,1,False,False,False,True,False
45.33,36.33,38.33,74.0,50.67,2370.33,910.33,1177.33,723.0,256.33,0.3333333333333333,2,1,False,True,False,False,False
