employeeId,trainingId,trainerId,codeQuality,communication,problemSolving,timeManagement,assignment_score
2313,47,122,51,3,49,15,96
2313,3,153,23,43,34,0,64
2313,6,76,91,38,46,56,75
2314,47,122,14,45,97,92,37
2314,43,138,83,73,56,72,48
2314,18,159,63,76,62,93,37
2315,3,153,12,76,61,28,58
2315,34,80,19,22,38,85,7
2315,31,83,55,19,76,47,73
2316,41,168,41,52,26,56,66
2316,23,137,9,6,45,59,11
2316,14,219,2,96,97,62,53
2317,24,62,48,69,20,85,77
2317,46,187,17,60,96,31,65
2317,21,191,74,93,28,13,93
2318,8,44,4,86,46,80,29
2318,6,76,98,95,67,14,52
2318,35,21,53,41,6,8,80
2319,42,57,11,41,57,3,20
2319,7,73,8,76,88,81,50
2319,34,80,59,46,99,27,19
2320,47,122,92,74,71,35,26
2320,1,102,15,18,87,1,6
2320,41,168,35,10,36,75,33
2321,38,159,80,13,76,27,63
2321,36,201,70,33,38,31,51
2321,32,75,71,8,26,35,55
2322,15,126,53,74,34,69,80
2322,4,113,8,57,64,32,37
2322,43,138,51,61,78,100,21
2323,36,201,29,69,2,20,55
2323,4,113,12,77,69,27,32
2323,34,80,7,66,68,31,48
2324,31,83,44,41,100,73,20
2324,25,103,62,51,2,40,35
2324,13,76,91,93,62,77,100
2325,45,120,85,96,13,12,32
2325,9,172,64,31,76,83,22
2325,24,62,23,71,37,15,92
2326,38,159,24,27,59,48,58
2326,27,92,52,71,68,29,62
2326,6,76,75,35,55,6,51
2327,26,54,40,69,68,80,70
2327,46,187,31,9,50,42,41
2327,32,75,59,61,51,61,64
2328,31,83,56,61,77,66,25
2328,27,92,67,99,56,67,27
2328,48,146,42,3,40,50,67
2329,42,57,74,12,42,13,23
2329,32,75,28,46,3,89,5
2329,4,113,35,10,18,91,63
2330,7,73,53,35,84,52,70
2330,20,35,6,22,63,84,70
2330,17,180,55,34,2,45,76
2331,25,103,77,13,70,31,86
2331,19,199,52,93,60,50,44
2331,41,168,85,1,33,18,28
2332,4,113,46,58,42,79,47
2332,30,49,57,81,10,21,41
2332,45,120,12,98,38,94,2
2333,40,194,67,63,45,22,95
2333,39,180,8,23,10,95,86
2333,33,136,75,91,84,63,46
2334,22,104,56,13,94,64,84
2334,19,199,60,7,5,91,92
2334,39,180,36,82,29,80,79
2335,31,83,45,52,44,80,100
2335,6,76,42,92,13,99,29
2335,48,146,18,86,52,94,79
2336,15,126,58,30,64,96,41
2336,22,104,25,84,29,11,40
2336,32,75,58,27,71,44,96
2337,11,88,84,18,70,42,35
2337,4,113,16,94,26,60,7
2337,47,122,81,91,7,81,55
2338,35,21,86,96,24,20,38
2338,4,113,34,62,23,1,27
2338,18,159,27,36,23,54,60
2339,12,156,98,76,37,15,29
2339,7,73,25,21,88,8,33
2339,9,172,79,79,47,100,67
2340,19,199,11,67,42,0,82
2340,33,136,44,40,75,11,81
2340,35,21,5,41,81,65,10
2341,12,156,17,59,3,73,6
2341,15,126,34,79,18,87,75
2341,39,180,54,90,42,45,55
2342,24,62,72,74,43,10,84
2342,43,138,31,73,57,17,59
2342,35,21,10,2,100,7,7
2343,42,57,11,53,33,78,100
2343,34,80,65,39,69,74,99
2343,14,219,58,72,51,51,66
2344,16,91,17,53,75,52,37
2344,35,21,78,33,96,6,49
2344,8,44,79,39,14,34,59
2345,28,134,79,29,88,4,58
2345,7,73,86,10,38,44,26
2345,18,159,14,94,34,94,33
2346,8,44,83,81,53,57,79
2346,5,70,28,2,44,43,40
2346,1,102,86,71,99,30,40
2347,50,70,69,45,55,7,67
2347,48,146,27,42,81,60,72
2347,23,137,68,36,80,21,30
2348,4,113,22,30,25,94,75
2348,8,44,41,68,8,97,54
2348,28,134,47,66,47,26,56
2349,20,35,83,50,91,80,78
2349,22,104,39,2,65,80,21
2349,7,73,54,97,76,56,28
2350,1,102,52,92,77,94,40
2350,14,219,41,94,92,68,55
2350,4,113,42,61,16,2,18
2351,4,113,31,66,49,24,27
2351,8,44,82,7,38,34,4
2351,38,159,44,81,71,94,75
2352,6,76,51,81,75,1,77
2352,16,91,34,6,53,87,25
2352,12,156,68,52,62,59,6
2353,26,54,35,63,17,25,94
2353,24,62,70,57,25,18,73
2353,49,148,26,51,19,27,48
2354,17,180,95,28,92,52,7
2354,30,49,50,76,40,1,43
2354,34,80,39,45,20,69,27
2355,41,168,14,68,59,79,82
2355,50,70,55,76,37,63,50
2355,31,83,49,59,35,88,90
2356,42,57,79,20,69,22,40
2356,43,138,63,48,94,55,93
2356,8,44,51,55,64,67,53
2357,14,219,28,48,30,56,63
2357,48,146,47,63,16,18,25
2357,16,91,27,5,17,30,38
2358,44,135,13,46,58,66,69
2358,16,91,94,72,91,78,28
2358,17,180,68,25,75,39,85
2359,13,76,25,19,64,73,17
2359,22,104,59,92,26,8,71
2359,20,35,47,42,2,41,77
2360,37,199,91,46,91,59,49
2360,9,172,57,59,55,96,72
2360,2,86,12,51,32,67,1
2361,19,199,12,37,79,33,1
2361,2,86,20,76,34,88,16
2361,47,122,84,95,3,61,20
2362,39,180,38,90,94,52,60
2362,32,75,47,62,48,90,18
2362,26,54,18,76,67,23,76
2363,6,76,79,84,78,47,48
2363,30,49,19,16,54,60,51
2363,7,73,20,16,14,33,37
2364,17,180,57,70,30,8,40
2364,27,92,66,42,17,46,29
2364,44,135,73,71,26,33,78
2365,22,104,55,85,86,28,51
2365,15,126,68,94,56,25,11
2365,8,44,6,16,22,25,79
2366,16,91,69,77,20,82,32
2366,19,199,94,50,73,59,22
2366,33,136,39,31,67,94,62
2367,5,70,88,44,7,100,18
2367,20,35,16,17,55,45,43
2367,7,73,37,1,98,17,91
2368,19,199,24,46,82,60,11
2368,6,76,6,16,92,45,12
2368,11,88,41,95,93,18,54
2369,1,102,66,24,100,21,57
2369,49,148,30,47,44,63,28
2369,7,73,90,48,91,47,95
2370,41,168,23,79,67,29,40
2370,19,199,43,60,73,35,55
2370,9,172,81,86,100,62,50
2371,8,44,51,23,0,78,72
2371,15,126,10,9,62,89,50
2371,13,76,33,97,68,87,29
2372,13,76,7,62,1,44,18
2372,37,199,66,56,19,12,80
2372,23,137,52,51,95,26,24
2373,9,172,72,84,14,8,67
2373,28,134,93,61,9,99,74
2373,13,76,35,85,99,20,98
2374,6,76,83,8,84,44,87
2374,28,134,78,31,25,28,26
2374,15,126,87,98,80,77,95
2375,27,92,83,20,31,19,45
2375,34,80,40,50,24,65,80
2375,41,168,7,16,99,56,27
2376,33,136,99,33,64,63,22
2376,49,148,83,79,7,4,70
2376,3,153,38,16,5,33,38
2377,29,159,42,1,22,91,23
2377,8,44,77,90,15,24,99
2377,46,187,33,47,56,61,89
2378,3,153,80,63,79,7,31
2378,20,35,3,99,59,89,33
2378,17,180,49,1,31,26,4
2379,2,86,42,97,44,43,94
2379,43,138,16,24,39,81,97
2379,44,135,68,29,59,66,54
2380,23,137,35,92,31,27,11
2380,39,180,65,55,40,25,75
2380,20,35,2,61,26,54,37
2381,5,70,18,11,98,64,70
2381,22,104,52,22,56,1,45
2381,39,180,42,52,12,99,57
2382,46,187,42,93,10,13,26
2382,39,180,60,91,41,95,40
2382,3,153,91,88,66,32,47
2383,28,134,34,28,70,43,87
2383,24,62,52,39,4,69,74
2383,11,88,87,44,45,46,27
2384,13,76,88,75,36,20,40
2384,24,62,16,91,88,68,4
2384,21,191,94,56,97,10,76
2385,9,172,55,18,14,59,19
2385,29,159,26,59,100,46,53
2385,46,187,28,68,91,84,11
2386,4,113,71,43,44,25,72
2386,39,180,9,36,41,26,49
2386,11,88,36,78,54,94,58
2387,16,91,7,88,35,7,33
2387,23,137,30,33,35,78,92
2387,14,219,44,51,68,32,41
2388,10,61,52,65,46,76,16
2388,5,70,47,93,99,84,31
2388,15,126,39,21,86,40,68
2389,29,159,35,67,100,12,9
2389,48,146,92,81,91,74,20
2389,25,103,31,54,49,77,35
2390,20,35,69,90,93,5,75
2390,18,159,5,100,13,12,25
2390,13,76,47,89,39,92,44
2391,18,159,43,51,10,40,75
2391,39,180,47,17,80,39,66
2391,27,92,56,49,77,99,61
2392,6,76,62,31,79,86,3
2392,13,76,47,23,23,48,84
2392,33,136,25,34,51,85,36
2393,18,159,1,84,97,38,10
2393,46,187,70,74,81,49,4
2393,10,61,54,83,96,61,10
2394,38,159,46,57,98,90,31
2394,15,126,40,68,96,12,12
2394,45,120,87,23,24,36,64
2395,19,199,95,87,86,6,74
2395,10,61,99,51,48,31,26
2395,28,134,65,22,98,23,17
2396,39,180,76,98,51,2,43
2396,35,21,92,45,12,94,55
2396,42,57,23,68,100,45,86
2397,22,104,79,98,15,22,5
2397,21,191,47,47,18,30,7
2397,23,137,29,10,88,82,10
2398,10,61,67,45,20,64,43
2398,14,219,100,6,24,100,71
2398,45,120,32,80,4,14,7
2399,37,199,6,22,12,45,89
2399,33,136,46,41,34,60,65
2399,5,70,91,37,79,28,42
2400,11,88,27,84,100,29,79
2400,38,159,62,97,66,91,14
2400,46,187,100,65,55,35,35
2401,16,91,70,73,21,26,26
2401,10,61,14,2,85,65,34
2401,12,156,13,95,55,23,56
2402,28,134,16,76,1,61,69
2402,6,76,21,26,0,69,42
2402,25,103,60,64,80,20,71
2403,19,199,24,61,57,83,43
2403,23,137,54,33,65,68,51
2403,12,156,4,43,99,72,68
2404,45,120,15,42,98,60,88
2404,12,156,43,67,72,60,77
2404,30,49,96,88,0,40,39
2405,38,159,65,37,89,57,47
2405,31,83,56,87,20,47,41
2405,43,138,29,10,2,31,12
2406,5,70,30,60,46,15,30
2406,45,120,3,23,97,50,68
2406,24,62,70,49,80,54,8
2407,50,70,20,97,33,14,59
2407,26,54,82,95,39,42,33
2407,38,159,17,52,34,17,10
2408,8,44,5,32,38,1,29
2408,49,148,21,56,75,33,99
2408,43,138,32,43,96,43,27
2409,5,70,89,95,0,26,53
2409,13,76,96,71,2,41,54
2409,31,83,35,78,69,3,81
2410,16,91,53,65,75,57,86
2410,23,137,58,14,5,2,77
2410,35,21,50,65,11,86,9
2411,15,126,62,86,15,86,5
2411,22,104,35,25,38,14,17
2411,49,148,21,90,96,38,76
2412,12,156,41,18,93,67,87
2412,21,191,13,13,97,97,73
2412,10,61,93,48,40,55,71
2413,30,49,99,14,33,56,48
2413,31,83,71,9,33,55,71
2413,50,70,69,43,6,93,17
2414,26,54,82,7,56,67,97
2414,15,126,71,61,50,53,24
2414,43,138,79,45,28,78,45
2415,20,35,7,95,3,92,60
2415,33,136,88,84,15,42,35
2415,27,92,98,77,78,22,96
2416,21,191,31,27,67,4,41
2416,24,62,95,49,14,65,26
2416,41,168,60,7,73,72,67
2417,18,159,64,81,12,60,52
2417,47,122,36,30,34,23,87
2417,40,194,87,34,38,37,42
2418,11,88,81,3,68,59,84
2418,15,126,39,60,33,59,46
2418,20,35,19,47,51,42,68
2419,18,159,53,14,90,16,54
2419,37,199,16,33,21,69,75
2419,10,61,65,92,98,84,70
2420,46,187,82,2,65,30,70
2420,31,83,84,61,41,55,29
2420,8,44,7,85,73,37,41
2421,16,91,23,96,41,65,87
2421,3,153,47,12,23,71,54
2421,40,194,39,58,68,80,39
2422,42,57,40,19,69,35,66
2422,41,168,81,32,73,19,42
2422,13,76,95,31,35,51,48
2423,43,138,77,91,60,20,69
2423,16,91,11,52,12,34,100
2423,38,159,50,8,89,90,76
2424,17,180,65,16,66,50,71
2424,47,122,0,4,76,30,71
2424,29,159,48,43,30,5,83
2425,44,135,45,25,27,83,93
2425,16,91,3,92,30,100,80
2425,18,159,72,75,60,80,73
2426,7,73,49,72,34,43,35
2426,4,113,41,49,95,67,62
2426,45,120,72,24,99,3,45
2427,38,159,9,91,48,77,10
2427,50,70,51,90,65,64,34
2427,26,54,52,5,74,75,79
2428,41,168,63,82,94,0,19
2428,18,159,60,72,39,70,58
2428,4,113,28,42,80,74,56
2429,49,148,45,32,40,52,96
2429,48,146,78,83,29,16,5
2429,39,180,93,39,89,32,38
2430,7,73,100,55,97,95,1
2430,18,159,24,51,55,82,71
2430,21,191,51,13,21,70,63
2431,2,86,38,23,46,21,82
2431,34,80,65,49,44,69,48
2431,26,54,98,12,5,34,68
2432,50,70,92,36,11,65,79
2432,31,83,77,85,12,82,6
2432,35,21,9,17,88,19,47
2433,3,153,66,3,83,81,68
2433,25,103,35,46,85,27,37
2433,8,44,37,10,7,56,49
2434,41,168,76,29,42,18,69
2434,14,219,15,18,77,0,7
2434,7,73,28,89,23,78,50
2435,13,76,43,68,61,73,6
2435,49,148,19,74,67,72,53
2435,1,102,59,25,97,45,84
2436,42,57,81,77,78,76,33
2436,17,180,9,39,54,3,15
2436,43,138,84,11,87,27,31
2437,45,120,14,39,96,79,22
2437,25,103,32,36,34,79,67
2437,11,88,97,14,86,91,35
2438,33,136,12,77,35,82,11
2438,2,86,100,91,10,0,27
2438,3,153,69,47,21,3,31
2439,50,70,18,21,41,36,75
2439,35,21,89,8,22,82,28
2439,2,86,63,39,28,70,78
2440,49,148,54,97,40,83,20
2440,23,137,79,13,48,71,92
2440,19,199,85,53,34,84,49
2441,50,70,8,88,67,52,33
2441,39,180,98,94,58,23,85
2441,19,199,12,86,27,27,58
2442,40,194,3,40,75,20,87
2442,10,61,49,3,4,14,0
2442,32,75,5,76,69,26,38
2443,8,44,52,87,0,46,15
2443,24,62,1,78,69,12,45
2443,11,88,31,54,37,79,25
2444,3,153,26,53,22,40,36
2444,12,156,83,36,0,53,35
2444,25,103,50,72,39,84,51
2445,10,61,81,36,12,20,3
2445,42,57,59,98,0,50,29
2445,40,194,46,90,52,14,42
2446,41,168,79,24,35,80,20
2446,50,70,9,41,71,89,30
2446,10,61,54,80,53,4,18
2447,4,113,90,24,43,59,48
2447,37,199,27,46,16,50,70
2447,27,92,95,38,73,21,13
2448,13,76,16,68,0,4,33
2448,28,134,51,20,92,40,62
2448,4,113,77,23,97,9,48
2449,43,138,60,90,91,20,75
2449,30,49,79,33,80,23,90
2449,17,180,83,40,92,5,45
2450,13,76,15,43,84,80,96
2450,50,70,31,86,61,66,32
2450,22,104,75,100,66,8,64
2451,19,199,100,59,34,94,33
2451,14,219,57,48,16,43,15
2451,12,156,70,55,71,73,73
2452,16,91,43,58,77,1,63
2452,24,62,96,33,56,4,5
2452,10,61,25,6,61,81,28
2453,27,92,91,91,42,30,93
2453,4,113,29,38,24,48,64
2453,10,61,98,53,29,56,38
2454,49,148,19,9,72,70,16
2454,44,135,12,56,31,46,42
2454,31,83,43,54,76,13,52
2455,16,91,88,100,5,59,61
2455,28,134,76,43,76,76,47
2455,15,126,8,31,96,2,42
2456,9,172,56,67,70,43,46
2456,44,135,87,31,44,47,75
2456,48,146,68,7,34,47,54
2457,33,136,95,49,54,68,13
2457,50,70,18,92,3,86,31
2457,45,120,29,50,70,86,53
2458,4,113,18,53,67,82,6
2458,1,102,33,42,75,27,87
2458,42,57,10,28,73,18,83
2459,30,49,45,66,77,51,7
2459,6,76,24,21,82,32,24
2459,5,70,81,54,25,82,16
2460,50,70,47,57,61,84,89
2460,47,122,48,35,35,62,22
2460,18,159,19,8,7,77,94
2461,26,54,19,10,16,64,77
2461,35,21,76,22,38,39,88
2461,3,153,8,26,95,3,10
2462,18,159,2,54,35,35,43
2462,19,199,66,18,47,48,33
2462,21,191,70,57,94,47,52
2463,46,187,83,91,31,0,70
2463,45,120,30,30,98,31,20
2463,22,104,10,66,79,23,37
2464,38,159,21,10,32,94,39
2464,8,44,89,74,6,87,74
2464,46,187,2,64,36,25,41
2465,18,159,56,100,100,61,55
2465,10,61,100,4,74,83,61
2465,40,194,27,4,37,87,5
2466,21,191,51,33,61,80,95
2466,33,136,49,18,94,19,31
2466,42,57,43,32,90,55,98
2467,5,70,84,2,75,91,22
2467,47,122,35,93,83,30,8
2467,27,92,85,66,94,91,2
2468,12,156,35,11,98,1,15
2468,20,35,58,8,66,75,23
2468,45,120,4,68,22,80,6
2469,41,168,10,72,22,60,19
2469,3,153,96,21,5,20,75
2469,11,88,85,15,31,88,38
2470,46,187,77,70,90,12,69
2470,7,73,19,16,15,85,60
2470,33,136,1,38,35,2,76
2471,28,134,87,91,50,25,24
2471,12,156,24,86,86,48,18
2471,7,73,1,96,53,46,51
2472,48,146,100,7,70,47,23
2472,4,113,74,19,19,52,35
2472,25,103,40,35,80,18,51
2473,24,62,71,77,47,93,32
2473,27,92,4,89,43,93,96
2473,40,194,75,82,5,100,79
2474,48,146,94,37,48,36,50
2474,37,199,55,62,63,81,3
2474,1,102,86,69,42,79,89
2475,33,136,44,52,81,88,51
2475,11,88,79,83,14,1,84
2475,50,70,1,47,23,84,68
2476,37,199,87,86,45,47,79
2476,41,168,38,42,37,70,23
2476,36,201,36,20,11,76,35
2477,28,134,100,3,5,87,20
2477,41,168,94,95,6,61,82
2477,1,102,90,88,29,38,85
2478,46,187,93,7,100,78,16
2478,33,136,88,41,12,31,35
2478,5,70,78,50,87,82,62
2479,38,159,67,11,0,81,100
2479,24,62,22,96,14,79,31
2479,13,76,12,6,14,43,72
2480,20,35,23,54,25,42,15
2480,47,122,13,53,43,13,9
2480,33,136,98,89,50,100,81
2481,1,102,7,45,0,43,41
2481,11,88,72,85,33,61,83
2481,28,134,28,27,11,65,86
2482,13,76,76,37,30,2,59
2482,29,159,80,9,75,62,14
2482,1,102,44,17,17,7,42
2483,38,159,65,52,25,6,6
2483,34,80,86,95,84,22,77
2483,43,138,11,90,77,11,84
2484,28,134,31,30,34,62,3
2484,9,172,14,79,95,22,92
2484,44,135,99,67,61,1,89
2485,13,76,43,87,6,57,65
2485,39,180,80,87,90,60,97
2485,24,62,39,46,42,22,89
2486,12,156,41,55,6,56,95
2486,3,153,3,77,51,84,25
2486,8,44,35,37,68,20,32
2487,50,70,28,50,29,85,100
2487,40,194,72,72,39,60,12
2487,41,168,86,47,47,97,18
2488,9,172,43,65,80,84,14
2488,41,168,15,95,3,25,84
2488,7,73,67,66,4,32,81
2489,17,180,32,41,21,4,33
2489,8,44,82,83,92,78,69
2489,46,187,19,16,85,84,97
2490,28,134,19,93,74,22,57
2490,11,88,94,33,16,78,25
2490,43,138,11,24,74,9,36
2491,6,76,33,4,80,28,41
2491,25,103,8,72,91,56,23
2491,24,62,54,80,68,23,92
2492,26,54,32,14,10,16,58
2492,50,70,53,76,25,57,37
2492,5,70,95,6,57,26,39
2493,34,80,40,76,84,23,20
2493,10,61,35,64,32,42,18
2493,29,159,29,87,13,87,6
2494,40,194,28,79,40,52,94
2494,49,148,97,9,67,38,59
2494,37,199,76,50,99,28,43
2495,8,44,20,39,79,38,40
2495,3,153,92,26,44,72,69
2495,32,75,4,35,39,57,35
2496,7,73,97,94,49,69,64
2496,9,172,94,28,29,55,21
2496,41,168,51,91,11,95,91
2497,19,199,70,51,73,81,28
2497,43,138,68,55,81,0,25
2497,38,159,48,36,34,65,62
2498,46,187,43,66,35,35,61
2498,31,83,55,8,12,100,100
2498,47,122,78,94,86,100,44
2499,25,103,55,14,92,96,56
2499,42,57,79,16,85,8,43
2499,5,70,49,99,94,57,77
2500,17,180,67,8,89,52,76
2500,49,148,11,85,1,57,93
2500,24,62,34,56,60,68,68
2501,4,113,19,24,51,16,32
2501,22,104,81,100,55,97,59
2501,27,92,78,25,43,90,29
2502,17,180,4,90,24,44,68
2502,47,122,67,3,100,87,97
2502,28,134,83,16,91,6,42
2503,28,134,68,68,94,82,80
2503,40,194,71,56,6,55,64
2503,7,73,91,80,29,49,33
2504,2,86,11,89,78,65,1
2504,23,137,1,61,5,79,72
2504,5,70,27,50,48,7,56
2505,44,135,7,52,31,36,73
2505,34,80,60,23,47,56,67
2505,32,75,18,32,17,1,51
2506,34,80,8,84,1,9,64
2506,27,92,6,31,49,83,74
2506,21,191,15,34,3,86,51
2507,29,159,16,31,56,34,79
2507,21,191,87,48,85,85,87
2507,20,35,36,74,33,88,30
2508,36,201,18,76,40,23,71
2508,33,136,20,63,92,84,62
2508,11,88,17,74,11,71,54
2509,15,126,96,70,89,51,8
2509,21,191,1,20,14,59,68
2509,16,91,11,93,40,97,35
2510,31,83,96,53,12,25,4
2510,9,172,19,71,75,38,92
2510,29,159,19,68,76,9,38
2511,21,191,69,83,72,100,65
2511,15,126,87,96,94,7,45
2511,10,61,12,55,94,30,0
2512,24,62,69,44,50,16,2
2512,7,73,11,15,22,29,48
2512,39,180,71,82,59,78,68
2513,47,122,86,48,8,90,96
2513,31,83,22,47,63,58,42
2513,2,86,76,56,60,23,9
2514,13,76,67,46,39,30,82
2514,46,187,66,90,43,68,44
2514,41,168,73,1,81,41,9
2515,13,76,31,25,42,62,41
2515,39,180,23,17,90,72,11
2515,44,135,7,36,94,62,66
2516,11,88,2,88,7,76,2
2516,36,201,34,32,11,72,23
2516,47,122,38,89,66,98,98
2517,24,62,21,22,32,84,86
2517,3,153,19,77,58,54,47
2517,19,199,37,41,1,51,25
2518,5,70,56,24,68,91,17
2518,16,91,58,16,44,71,66
2518,34,80,29,81,95,35,75
2519,14,219,73,75,3,5,20
2519,29,159,92,7,79,23,97
2519,46,187,37,76,67,100,34
2520,11,88,61,84,18,36,72
2520,22,104,20,36,11,82,96
2520,20,35,55,50,95,87,15
2521,47,122,77,51,57,31,18
2521,18,159,1,58,61,12,75
2521,45,120,85,23,27,89,68
2522,6,76,59,97,72,31,12
2522,42,57,77,54,27,87,22
2522,45,120,9,87,48,75,93
2523,1,102,78,38,1,61,42
2523,14,219,29,7,10,95,28
2523,13,76,7,86,18,58,63
2524,14,219,64,44,20,46,69
2524,45,120,5,37,3,75,79
2524,7,73,74,47,87,67,17
2525,38,159,96,82,64,63,87
2525,22,104,68,31,27,98,63
2525,37,199,93,93,59,14,85
2526,16,91,98,23,21,50,84
2526,29,159,57,17,43,26,34
2526,43,138,41,52,27,35,93
2527,27,92,12,18,92,99,19
2527,49,148,63,51,58,65,74
2527,20,35,76,87,32,93,56
2528,29,159,11,88,73,44,32
2528,35,21,59,97,55,18,2
2528,9,172,55,28,40,3,15
2529,30,49,44,21,21,2,65
2529,26,54,97,86,25,69,47
2529,47,122,12,25,94,0,38
2530,25,103,7,95,53,64,13
2530,4,113,6,17,7,52,25
2530,39,180,35,93,9,27,73
2531,8,44,11,92,35,47,6
2531,5,70,68,12,51,87,52
2531,47,122,94,18,60,91,8
2532,43,138,17,72,43,3,84
2532,15,126,50,38,98,17,59
2532,40,194,1,69,85,65,77
2533,19,199,1,85,79,73,9
2533,24,62,31,5,81,52,61
2533,40,194,57,82,76,14,66
2534,35,21,50,37,56,14,93
2534,12,156,90,9,70,35,17
2534,17,180,25,43,100,18,23
2535,3,153,96,100,82,94,51
2535,12,156,93,80,92,8,73
2535,19,199,13,52,80,14,34
2536,44,135,89,58,36,9,67
2536,25,103,80,0,58,99,48
2536,23,137,2,2,56,50,74
2537,47,122,75,33,79,80,56
2537,17,180,100,62,27,66,66
2537,46,187,45,17,15,74,73
2538,20,35,65,40,58,94,49
2538,36,201,63,89,43,60,99
2538,28,134,75,30,34,73,15
2539,38,159,66,81,15,58,41
2539,25,103,6,33,96,19,42
2539,1,102,7,17,12,7,10
2540,49,148,33,63,94,34,94
2540,20,35,43,55,76,23,43
2540,36,201,68,11,0,7,14
2541,7,73,71,41,91,81,11
2541,40,194,34,1,53,77,36
2541,6,76,22,65,50,70,46
2542,20,35,70,92,29,97,62
2542,24,62,23,78,72,57,8
2542,21,191,29,27,55,97,19
2543,25,103,29,56,33,26,80
2543,3,153,8,30,82,31,43
2543,14,219,70,67,56,1,17
2544,11,88,54,13,70,30,67
2544,25,103,87,5,10,18,50
2544,22,104,47,54,24,88,90
2545,42,57,16,3,68,96,76
2545,23,137,1,76,44,75,21
2545,40,194,48,9,45,40,53
2546,16,91,1,79,59,73,84
2546,33,136,55,20,96,15,28
2546,48,146,15,94,88,79,31
2547,25,103,27,43,64,56,88
2547,7,73,100,78,33,44,71
2547,48,146,62,50,50,28,28
2548,12,156,9,79,72,21,67
2548,1,102,16,13,44,6,14
2548,42,57,11,33,17,87,71
2549,28,134,93,4,83,27,42
2549,47,122,75,78,25,49,58
2549,49,148,13,88,35,57,74
2550,21,191,98,95,27,51,7
2550,27,92,64,54,73,80,67
2550,31,83,99,3,48,66,69
2551,9,172,18,16,18,96,77
2551,30,49,71,33,34,51,59
2551,14,219,68,56,64,61,74
2552,49,148,43,18,24,35,41
2552,38,159,52,84,78,82,21
2552,50,70,55,33,93,24,85
2553,17,180,15,8,18,31,78
2553,25,103,53,41,65,38,85
2553,8,44,43,73,41,0,83
2554,3,153,38,53,84,63,15
2554,2,86,9,14,62,33,33
2554,40,194,98,69,64,0,93
2555,46,187,31,45,25,65,90
2555,45,120,39,20,92,7,15
2555,7,73,85,15,14,59,85
2556,44,135,12,34,83,21,92
2556,46,187,19,37,100,3,53
2556,45,120,61,40,24,71,99
2557,7,73,73,29,56,86,33
2557,8,44,97,80,95,49,80
2557,18,159,21,85,92,73,75
2558,43,138,16,87,68,0,17
2558,40,194,48,80,19,13,48
2558,32,75,97,20,57,27,67
2559,28,134,54,57,33,60,67
2559,33,136,46,40,34,35,4
2559,23,137,77,33,3,40,53
2560,18,159,49,90,83,53,88
2560,20,35,76,29,72,6,85
2560,7,73,15,53,24,5,31
2561,6,76,13,99,76,87,97
2561,40,194,81,9,14,72,94
2561,22,104,47,38,3,14,73
2562,44,135,6,92,5,41,46
2562,31,83,17,27,0,100,91
2562,11,88,76,32,13,30,25
2563,49,148,49,99,58,47,78
2563,24,62,13,1,93,6,7
2563,47,122,13,36,53,58,90
2564,46,187,73,5,89,51,88
2564,5,70,64,85,65,36,78
2564,38,159,23,2,17,67,38
2565,37,199,30,63,75,75,59
2565,32,75,35,89,44,23,21
2565,24,62,49,75,53,6,6
2566,24,62,91,9,47,96,71
2566,23,137,20,88,25,58,23
2566,50,70,93,4,22,32,75
2567,28,134,46,59,86,99,67
2567,5,70,71,2,21,52,40
2567,45,120,58,58,54,4,58
2568,40,194,62,89,85,40,84
2568,26,54,21,64,57,45,34
2568,20,35,47,88,25,87,76
2569,29,159,69,83,31,66,23
2569,43,138,76,48,52,22,9
2569,30,49,80,95,78,100,94
2570,17,180,34,43,25,52,39
2570,2,86,95,61,49,44,85
2570,11,88,97,80,45,16,59
2571,44,135,77,2,0,32,68
2571,24,62,43,46,27,94,32
2571,10,61,67,60,80,25,52
2572,21,191,42,83,64,19,21
2572,32,75,87,12,94,23,30
2572,16,91,70,53,20,49,40
2573,44,135,5,12,38,96,40
2573,25,103,16,48,44,36,35
2573,7,73,20,46,77,84,52
2574,49,148,85,99,83,22,82
2574,50,70,49,27,53,82,13
2574,10,61,4,28,97,65,45
2575,4,113,59,2,68,7,45
2575,17,180,84,11,52,31,61
2575,7,73,39,14,48,19,13
2576,2,86,76,73,14,21,59
2576,5,70,79,24,53,82,36
2576,37,199,42,78,29,71,38
2577,20,35,69,73,37,67,68
2577,39,180,46,18,58,98,86
2577,37,199,92,3,31,10,54
2578,19,199,32,31,42,27,73
2578,18,159,25,73,36,71,9
2578,34,80,58,81,42,12,12
2579,49,148,99,10,9,74,93
2579,5,70,80,57,35,8,61
2579,10,61,22,79,98,17,72
2580,15,126,67,61,37,71,25
2580,4,113,37,2,96,59,88
2580,10,61,44,14,4,16,53
2581,10,61,56,63,50,72,78
2581,34,80,64,51,13,9,40
2581,24,62,18,3,24,55,28
2582,48,146,29,79,72,36,25
2582,24,62,30,78,100,73,71
2582,36,201,65,35,69,67,46
2583,47,122,48,18,87,50,32
2583,40,194,61,93,8,87,2
2583,22,104,20,73,3,22,14
2584,11,88,1,79,48,18,36
2584,5,70,79,65,64,53,24
2584,3,153,98,24,40,55,4
2585,12,156,14,90,27,83,72
2585,10,61,82,94,65,86,16
2585,39,180,28,60,57,95,15
2586,23,137,68,53,6,42,4
2586,28,134,94,47,80,95,84
