value,trainingId,employeeId,trainerId
1,19,2185,20
22,14,2185,40
58,15,2186,101
76,14,2186,40
87,7,2186,109
94,5,2187,42
7,16,2187,41
82,20,2187,98
38,19,2188,20
30,1,2188,92
26,14,2188,40
73,15,2189,101
9,14,2189,40
50,9,2189,63
9,2,2190,11
52,12,2190,13
58,3,2190,102
60,1,2191,92
1,11,2191,39
15,15,2191,101
48,16,2192,41
22,11,2192,39
78,18,2192,72
33,11,2193,39
30,20,2193,98
31,19,2193,20
65,19,2194,20
17,3,2194,102
90,16,2194,41
66,6,2195,73
29,20,2195,98
62,12,2195,13
88,12,2196,13
15,8,2196,84
22,5,2196,42
44,8,2197,84
74,3,2197,102
74,6,2197,73
98,3,2198,102
57,9,2198,63
78,4,2198,90
71,5,2199,42
30,4,2199,90
67,18,2199,72
94,5,2200,42
20,13,2200,21
33,16,2200,41
99,12,2201,13
72,7,2201,109
81,9,2201,63
8,10,2202,106
42,6,2202,73
40,3,2202,102
2,19,2203,20
4,5,2203,42
32,2,2203,11
72,10,2204,106
75,3,2204,102
20,12,2204,13
45,20,2205,98
73,14,2205,40
97,11,2205,39
26,7,2206,109
84,6,2206,73
57,10,2206,106
78,15,2207,101
35,12,2207,13
1,9,2207,63
8,20,2208,98
26,18,2208,72
70,1,2208,92
27,8,2209,84
21,15,2209,101
68,6,2209,73
48,4,2210,90
8,17,2210,84
99,18,2210,72
47,4,2211,90
78,11,2211,39
17,1,2211,92
43,3,2212,102
88,4,2212,90
63,7,2212,109
43,8,2213,84
15,17,2213,84
99,3,2213,102
79,12,2214,13
11,10,2214,106
41,16,2214,41
83,7,2215,109
83,14,2215,40
79,3,2215,102
86,13,2216,21
45,19,2216,20
35,11,2216,39
57,9,2217,63
69,13,2217,21
49,11,2217,39
87,3,2218,102
62,16,2218,41
68,11,2218,39
10,15,2219,101
65,6,2219,73
24,7,2219,109
48,13,2220,21
24,1,2220,92
49,9,2220,63
25,9,2221,63
36,16,2221,41
15,20,2221,98
24,19,2222,20
60,4,2222,90
60,3,2222,102
41,4,2223,90
66,3,2223,102
99,8,2223,84
69,14,2224,40
77,5,2224,42
82,17,2224,84
73,2,2225,11
28,19,2225,20
46,4,2225,90
4,16,2226,41
57,2,2226,11
83,15,2226,101
97,17,2227,84
8,7,2227,109
15,9,2227,63
95,5,2228,42
47,13,2228,21
17,16,2228,41
86,19,2229,20
75,3,2229,102
58,4,2229,90
95,17,2230,84
23,4,2230,90
70,10,2230,106
83,17,2231,84
84,13,2231,21
48,3,2231,102
0,16,2232,41
21,5,2232,42
62,20,2232,98
41,2,2233,11
3,12,2233,13
13,5,2233,42
92,4,2234,90
23,10,2234,106
67,9,2234,63
96,14,2235,40
91,20,2235,98
62,1,2235,92
6,4,2236,90
7,17,2236,84
39,20,2236,98
15,4,2237,90
77,9,2237,63
43,2,2237,11
100,6,2238,73
8,11,2238,39
32,12,2238,13
4,8,2239,84
32,10,2239,106
21,20,2239,98
88,14,2240,40
10,2,2240,11
43,5,2240,42
52,18,2241,72
53,3,2241,102
4,4,2241,90
86,20,2242,98
6,12,2242,13
52,8,2242,84
38,19,2243,20
37,20,2243,98
91,7,2243,109
32,14,2244,40
51,5,2244,42
53,19,2244,20
91,20,2245,98
38,14,2245,40
76,13,2245,21
77,1,2246,92
28,2,2246,11
3,17,2246,84
35,10,2247,106
26,12,2247,13
98,2,2247,11
11,7,2248,109
3,19,2248,20
87,2,2248,11
84,19,2249,20
24,10,2249,106
62,20,2249,98
39,10,2250,106
38,7,2250,109
28,2,2250,11
72,14,2251,40
15,8,2251,84
4,6,2251,73
85,16,2252,41
48,11,2252,39
54,14,2252,40
46,20,2253,98
90,2,2253,11
12,6,2253,73
11,15,2254,101
41,4,2254,90
58,6,2254,73
14,11,2255,39
45,18,2255,72
37,5,2255,42
12,17,2256,84
47,11,2256,39
50,1,2256,92
91,18,2257,72
43,15,2257,101
63,12,2257,13
54,10,2258,106
63,16,2258,41
5,15,2258,101
80,13,2259,21
75,19,2259,20
72,6,2259,73
76,17,2260,84
84,19,2260,20
58,11,2260,39
58,14,2261,40
63,13,2261,21
89,12,2261,13
40,16,2262,41
88,6,2262,73
53,11,2262,39
96,9,2263,63
67,11,2263,39
11,8,2263,84
35,18,2264,72
53,1,2264,92
5,7,2264,109
39,15,2265,101
37,1,2265,92
0,3,2265,102
45,14,2266,40
80,3,2266,102
45,19,2266,20
28,14,2267,40
83,13,2267,21
61,5,2267,42
68,6,2268,73
55,15,2268,101
91,10,2268,106
21,15,2269,101
60,6,2269,73
1,8,2269,84
92,12,2270,13
72,10,2270,106
94,14,2270,40
65,12,2271,13
24,8,2271,84
44,11,2271,39
46,2,2272,11
96,20,2272,98
68,12,2272,13
28,17,2273,84
87,9,2273,63
10,11,2273,39
41,5,2274,42
47,20,2274,98
83,9,2274,63
1,18,2275,72
42,10,2275,106
92,11,2275,39
54,9,2276,63
1,10,2276,106
94,8,2276,84
46,13,2277,21
20,18,2277,72
25,4,2277,90
80,3,2278,102
11,7,2278,109
25,9,2278,63
0,18,2279,72
22,15,2279,101
32,9,2279,63
36,14,2280,40
42,17,2280,84
21,6,2280,73
47,5,2281,42
40,1,2281,92
23,3,2281,102
42,19,2282,20
84,17,2282,84
1,3,2282,102
73,17,2283,84
31,6,2283,73
70,12,2283,13
0,11,2284,39
99,9,2284,63
90,12,2284,13
1,1,2285,92
89,3,2285,102
79,5,2285,42
86,18,2286,72
50,11,2286,39
90,20,2286,98
25,7,2287,109
15,19,2287,20
88,20,2287,98
26,10,2288,106
47,14,2288,40
29,15,2288,101
2,2,2289,11
56,8,2289,84
35,9,2289,63
45,14,2290,40
2,12,2290,13
74,2,2290,11
44,15,2291,101
89,14,2291,40
92,19,2291,20
63,15,2292,101
2,7,2292,109
94,11,2292,39
73,20,2293,98
96,19,2293,20
54,3,2293,102
63,1,2294,92
40,10,2294,106
98,2,2294,11
58,17,2295,84
28,2,2295,11
75,20,2295,98
51,17,2296,84
79,2,2296,11
69,8,2296,84
16,7,2297,109
20,3,2297,102
85,20,2297,98
47,19,2298,20
58,1,2298,92
6,7,2298,109
61,6,2299,73
58,17,2299,84
66,16,2299,41
41,12,2300,13
90,15,2300,101
82,4,2300,90
21,14,2301,40
22,3,2301,102
85,2,2301,11
17,5,2302,42
2,6,2302,73
45,10,2302,106
85,10,2303,106
27,14,2303,40
0,5,2303,42
13,8,2304,84
17,16,2304,41
83,12,2304,13
49,1,2305,92
18,2,2305,11
1,20,2305,98
92,1,2306,92
86,16,2306,41
96,8,2306,84
12,16,2307,41
14,11,2307,39
21,17,2307,84
76,17,2308,84
10,12,2308,13
43,13,2308,21
0,7,2309,109
83,20,2309,98
28,5,2309,42
94,10,2310,106
81,2,2310,11
10,5,2310,42
78,17,2311,84
77,14,2311,40
82,20,2311,98
74,14,2312,40
94,12,2312,13
68,17,2312,84
67,16,2313,41
69,18,2313,72
100,2,2313,11
94,13,2314,21
57,9,2314,63
36,4,2314,90
45,19,2315,20
81,15,2315,101
21,9,2315,63
28,1,2316,92
89,19,2316,20
59,11,2316,39
67,20,2317,98
96,18,2317,72
94,9,2317,63
39,6,2318,73
38,8,2318,84
6,11,2318,39
99,9,2319,63
28,7,2319,109
0,19,2319,20
34,6,2320,73
30,14,2320,40
72,8,2320,84
71,17,2321,84
73,10,2321,106
92,12,2321,13
0,12,2322,13
1,8,2322,84
44,19,2322,20
89,19,2323,20
58,20,2323,98
42,17,2323,84
60,16,2324,41
25,12,2324,13
0,13,2324,21
15,19,2325,20
38,9,2325,63
15,13,2325,21
12,16,2326,41
47,14,2326,40
82,1,2326,92
84,17,2327,84
67,4,2327,90
64,1,2327,92
70,18,2328,72
62,1,2328,92
35,10,2328,106
13,20,2329,98
33,5,2329,42
41,12,2329,13
99,18,2330,72
87,5,2330,42
73,17,2330,84
84,11,2331,39
24,9,2331,63
22,3,2331,102
89,4,2332,90
91,1,2332,92
16,8,2332,84
82,8,2333,84
62,5,2333,42
18,15,2333,101
32,2,2334,11
20,6,2334,73
20,15,2334,101
55,5,2335,42
81,4,2335,90
5,13,2335,21
50,1,2336,92
39,10,2336,106
42,6,2336,73
7,3,2337,102
85,10,2337,106
3,20,2337,98
77,14,2338,40
1,9,2338,63
96,3,2338,102
0,13,2339,21
1,9,2339,63
34,8,2339,84
68,20,2340,98
98,19,2340,20
98,13,2340,21
29,3,2341,102
27,10,2341,106
72,11,2341,39
55,15,2342,101
27,20,2342,98
62,7,2342,109
73,20,2343,98
51,16,2343,41
46,11,2343,39
0,10,2344,106
9,18,2344,72
41,15,2344,101
73,10,2345,106
3,6,2345,73
75,18,2345,72
22,14,2346,40
10,9,2346,63
41,17,2346,84
8,4,2347,90
32,6,2347,73
45,11,2347,39
64,6,2348,73
61,14,2348,40
5,17,2348,84
64,19,2349,20
76,18,2349,72
27,8,2349,84
76,6,2350,73
1,11,2350,39
47,8,2350,84
88,12,2351,13
27,15,2351,101
83,11,2351,39
1,19,2352,20
86,8,2352,84
97,17,2352,84
78,10,2353,106
67,1,2353,92
28,7,2353,109
25,19,2354,20
99,10,2354,106
19,17,2354,84
75,14,2355,40
29,16,2355,41
20,12,2355,13
43,7,2356,109
8,20,2356,98
49,3,2356,102
47,6,2357,73
54,7,2357,109
77,14,2357,40
96,17,2358,84
5,9,2358,63
91,13,2358,21
46,6,2359,73
6,7,2359,109
68,8,2359,84
92,6,2360,73
23,13,2360,21
1,1,2360,92
95,18,2361,72
87,4,2361,90
9,2,2361,11
12,15,2362,101
9,18,2362,72
98,16,2362,41
62,10,2363,106
33,11,2363,39
66,9,2363,63
59,11,2364,39
93,17,2364,84
14,4,2364,90
20,10,2365,106
18,3,2365,102
71,7,2365,109
26,1,2366,92
42,20,2366,98
36,3,2366,102
46,8,2367,84
55,5,2367,42
53,14,2367,40
10,15,2368,101
55,12,2368,13
77,18,2368,72
93,9,2369,63
67,13,2369,21
34,5,2369,42
86,1,2370,92
41,15,2370,101
27,5,2370,42
51,18,2371,72
86,4,2371,90
75,3,2371,102
69,2,2372,11
25,16,2372,41
31,13,2372,21
64,16,2373,41
22,9,2373,63
54,12,2373,13
39,3,2374,102
61,20,2374,98
95,12,2374,13
57,18,2375,72
15,2,2375,11
52,11,2375,39
100,10,2376,106
31,17,2376,84
80,6,2376,73
49,16,2377,41
99,14,2377,40
73,9,2377,63
17,9,2378,63
8,14,2378,40
81,10,2378,106
85,19,2379,20
100,18,2379,72
80,17,2379,84
74,14,2380,40
50,4,2380,90
98,5,2380,42
95,11,2381,39
46,20,2381,98
21,6,2381,73
89,20,2382,98
99,12,2382,13
14,5,2382,42
2,6,2383,73
98,5,2383,42
17,7,2383,109
37,8,2384,84
60,20,2384,98
12,16,2384,41
0,5,2385,42
63,7,2385,109
38,4,2385,90
63,2,2386,11
2,20,2386,98
99,11,2386,39
71,7,2387,109
65,15,2387,101
44,4,2387,90
88,15,2388,101
29,8,2388,84
92,5,2388,42
39,11,2389,39
10,10,2389,106
79,3,2389,102
21,5,2390,42
64,12,2390,13
25,2,2390,11
35,2,2391,11
39,18,2391,72
95,3,2391,102
90,19,2392,20
96,11,2392,39
56,10,2392,106
69,7,2393,109
91,11,2393,39
94,16,2393,41
7,14,2394,40
20,20,2394,98
74,11,2394,39
7,1,2395,92
84,13,2395,21
87,2,2395,11
87,3,2396,102
14,20,2396,98
22,16,2396,41
55,13,2397,21
51,10,2397,106
69,4,2397,90
70,10,2398,106
35,2,2398,11
84,14,2398,40
95,20,2399,98
65,7,2399,109
35,1,2399,92
29,8,2400,84
38,7,2400,109
93,18,2400,72
27,17,2401,84
32,18,2401,72
67,14,2401,40
21,8,2402,84
57,15,2402,101
70,14,2402,40
82,19,2403,20
59,8,2403,84
67,18,2403,72
16,4,2404,90
98,7,2404,109
18,15,2404,101
76,18,2405,72
85,2,2405,11
15,7,2405,109
30,13,2406,21
24,7,2406,109
14,19,2406,20
75,15,2407,101
81,14,2407,40
84,13,2407,21
64,1,2408,92
44,5,2408,42
93,19,2408,20
83,11,2409,39
76,7,2409,109
23,9,2409,63
94,12,2410,13
86,18,2410,72
13,10,2410,106
25,17,2411,84
57,5,2411,42
56,13,2411,21
78,14,2412,40
69,3,2412,102
89,5,2412,42
59,16,2413,41
91,3,2413,102
33,10,2413,106
48,18,2414,72
83,19,2414,20
72,11,2414,39
63,5,2415,42
48,1,2415,92
12,16,2415,41
95,15,2416,101
4,17,2416,84
60,19,2416,20
53,7,2417,109
71,2,2417,11
19,15,2417,101
74,13,2418,21
44,8,2418,84
32,15,2418,101
41,13,2419,21
67,15,2419,101
80,9,2419,63
92,13,2420,21
91,9,2420,63
62,7,2420,109
19,20,2421,98
92,18,2421,72
48,17,2421,84
70,15,2422,101
83,19,2422,20
78,11,2422,39
84,9,2423,63
90,20,2423,98
42,19,2423,20
34,12,2424,13
95,10,2424,106
39,17,2424,84
5,6,2425,73
46,11,2425,39
73,14,2425,40
72,1,2426,92
61,20,2426,98
89,8,2426,84
93,5,2427,42
3,19,2427,20
24,1,2427,92
69,7,2428,109
51,16,2428,41
96,6,2428,73
8,2,2429,11
40,11,2429,39
23,19,2429,20
54,6,2430,73
40,20,2430,98
64,11,2430,39
98,9,2431,63
19,17,2431,84
38,15,2431,101
11,12,2432,13
88,8,2432,84
98,17,2432,84
32,8,2433,84
25,11,2433,39
60,19,2433,20
15,16,2434,41
80,5,2434,42
18,8,2434,84
98,7,2435,109
34,8,2435,84
32,14,2435,40
73,3,2436,102
66,14,2436,40
72,12,2436,13
57,10,2437,106
100,12,2437,13
68,3,2437,102
64,16,2438,41
98,3,2438,102
63,11,2438,39
32,7,2439,109
76,13,2439,21
17,17,2439,84
22,5,2440,42
72,15,2440,101
37,19,2440,20
3,11,2441,39
39,8,2441,84
10,2,2441,11
1,17,2442,84
34,16,2442,41
52,14,2442,40
93,13,2443,21
54,14,2443,40
65,10,2443,106
67,17,2444,84
42,11,2444,39
98,13,2444,21
81,2,2445,11
86,10,2445,106
12,13,2445,21
84,15,2446,101
7,13,2446,21
56,7,2446,109
48,18,2447,72
73,4,2447,90
78,2,2447,11
76,16,2448,41
45,15,2448,101
92,8,2448,84
26,4,2449,90
24,13,2449,21
85,12,2449,13
33,20,2450,98
91,11,2450,39
38,7,2450,109
94,3,2451,102
1,18,2451,72
1,2,2451,11
75,1,2452,92
88,15,2452,101
15,2,2452,11
54,16,2453,41
58,10,2453,106
57,7,2453,109
60,3,2454,102
32,15,2454,101
54,11,2454,39
20,5,2455,42
41,15,2455,101
90,1,2455,92
61,7,2456,109
54,13,2456,21
62,11,2456,39
33,13,2457,21
2,12,2457,13
67,5,2457,42
59,14,2458,40
43,2,2458,11
3,3,2458,102
73,17,2459,84
16,9,2459,63
63,11,2459,39
24,15,2460,101
90,18,2460,72
2,2,2460,11
81,19,2461,20
47,9,2461,63
7,13,2461,21
67,8,2462,84
88,17,2462,84
19,4,2462,90
40,20,2463,98
71,8,2463,84
94,11,2463,39
93,18,2464,72
52,4,2464,90
30,15,2464,101
91,2,2465,11
59,14,2465,40
19,20,2465,98
6,8,2466,84
52,7,2466,109
70,16,2466,41
92,13,2467,21
92,15,2467,101
64,18,2467,72
13,18,2468,72
46,1,2468,92
56,11,2468,39
87,12,2469,13
76,5,2469,42
83,16,2469,41
72,15,2470,101
79,18,2470,72
80,13,2470,21
56,18,2471,72
54,10,2471,106
56,8,2471,84
94,14,2472,40
15,11,2472,39
77,18,2472,72
4,16,2473,41
29,5,2473,42
44,11,2473,39
1,2,2474,11
54,7,2474,109
71,11,2474,39
32,14,2475,40
85,15,2475,101
38,1,2475,92
63,8,2476,84
80,5,2476,42
77,2,2476,11
77,15,2477,101
10,1,2477,92
87,17,2477,84
97,10,2478,106
57,8,2478,84
39,1,2478,92
25,5,2479,42
61,9,2479,63
28,4,2479,90
72,18,2480,72
12,2,2480,11
79,14,2480,40
40,19,2481,20
14,12,2481,13
84,13,2481,21
0,12,2482,13
7,16,2482,41
65,13,2482,21
19,16,2483,41
87,7,2483,109
65,1,2483,92
59,10,2484,106
32,7,2484,109
85,13,2484,21
36,3,2485,102
56,2,2485,11
16,13,2485,21
12,4,2486,90
63,19,2486,20
69,18,2486,72
37,16,2487,41
99,11,2487,39
52,2,2487,11
95,9,2488,63
46,20,2488,98
63,18,2488,72
99,5,2489,42
82,9,2489,63
77,8,2489,84
51,15,2490,101
18,2,2490,11
20,8,2490,84
1,1,2491,92
15,7,2491,109
10,10,2491,106
89,7,2492,109
16,5,2492,42
9,11,2492,39
52,17,2493,84
27,1,2493,92
31,3,2493,102
36,8,2494,84
12,19,2494,20
6,9,2494,63
16,16,2495,41
50,11,2495,39
84,13,2495,21
35,10,2496,106
70,1,2496,92
70,8,2496,84
73,14,2497,40
74,5,2497,42
93,15,2497,101
88,9,2498,63
25,20,2498,98
45,15,2498,101
77,16,2499,41
11,3,2499,102
83,9,2499,63
65,1,2500,92
29,18,2500,72
46,6,2500,73
31,7,2501,109
62,17,2501,84
44,1,2501,92
9,11,2502,39
92,3,2502,102
75,6,2502,73
29,6,2503,73
7,18,2503,72
71,5,2503,42
9,2,2504,11
16,20,2504,98
13,5,2504,42
60,2,2505,11
52,11,2505,39
48,19,2505,20
57,7,2506,109
27,18,2506,72
79,10,2506,106
99,7,2507,109
26,5,2507,42
9,18,2507,72
24,9,2508,63
93,10,2508,106
12,17,2508,84
99,9,2509,63
27,2,2509,11
61,10,2509,106
96,13,2510,21
55,20,2510,98
72,3,2510,102
33,7,2511,109
6,16,2511,41
21,3,2511,102
52,5,2512,42
88,10,2512,106
34,15,2512,101
51,14,2513,40
85,18,2513,72
81,2,2513,11
83,4,2514,90
72,6,2514,73
53,2,2514,11
58,14,2515,40
23,15,2515,101
77,20,2515,98
15,3,2516,102
44,20,2516,98
47,17,2516,84
14,9,2517,63
25,13,2517,21
31,1,2517,92
96,9,2518,63
26,17,2518,84
64,12,2518,13
31,1,2519,92
2,7,2519,109
3,3,2519,102
19,20,2520,98
62,19,2520,20
40,3,2520,102
85,19,2521,20
48,10,2521,106
84,18,2521,72
16,15,2522,101
88,14,2522,40
95,11,2522,39
0,20,2523,98
71,8,2523,84
81,3,2523,102
18,6,2524,73
7,8,2524,84
14,19,2524,20
68,12,2525,13
27,6,2525,73
13,18,2525,72
72,7,2526,109
63,6,2526,73
76,19,2526,20
93,8,2527,84
79,14,2527,40
100,19,2527,20
23,6,2528,73
17,5,2528,42
51,20,2528,98
40,12,2529,13
37,3,2529,102
8,7,2529,109
46,15,2530,101
69,11,2530,39
95,6,2530,73
51,6,2531,73
76,13,2531,21
53,14,2531,40
66,19,2532,20
25,12,2532,13
42,5,2532,42
18,4,2533,90
20,18,2533,72
65,19,2533,20
20,2,2534,11
63,1,2534,92
55,3,2534,102
87,18,2535,72
2,8,2535,84
33,3,2535,102
95,3,2536,102
36,1,2536,92
17,9,2536,63
69,14,2537,40
70,3,2537,102
98,15,2537,101
43,2,2538,11
75,10,2538,106
40,20,2538,98
89,18,2539,72
7,12,2539,13
60,2,2539,11
29,9,2540,63
71,4,2540,90
36,17,2540,84
21,14,2541,40
29,12,2541,13
27,1,2541,92
9,11,2542,39
7,6,2542,73
85,5,2542,42
71,10,2543,106
78,13,2543,21
13,6,2543,73
56,18,2544,72
62,16,2544,41
74,6,2544,73
63,11,2545,39
22,19,2545,20
100,10,2545,106
81,10,2546,106
11,19,2546,20
25,17,2546,84
33,16,2547,41
41,9,2547,63
86,8,2547,84
12,5,2548,42
53,18,2548,72
47,19,2548,20
94,3,2549,102
75,10,2549,106
18,11,2549,39
46,12,2550,13
1,4,2550,90
68,9,2550,63
30,3,2551,102
13,15,2551,101
9,13,2551,21
69,10,2552,106
16,11,2552,39
14,19,2552,20
6,14,2553,40
83,20,2553,98
31,10,2553,106
38,12,2554,13
56,6,2554,73
17,4,2554,90
5,6,2555,73
44,9,2555,63
7,14,2555,40
56,11,2556,39
49,9,2556,63
40,14,2556,40
36,12,2557,13
12,5,2557,42
39,2,2557,11
76,5,2558,42
91,7,2558,109
32,6,2558,73
80,6,2559,73
99,10,2559,106
21,4,2559,90
86,11,2560,39
89,7,2560,109
63,3,2560,102
5,18,2561,72
58,15,2561,101
48,20,2561,98
42,10,2562,106
67,5,2562,42
97,3,2562,102
38,14,2563,40
16,16,2563,41
80,2,2563,11
94,9,2564,63
37,4,2564,90
4,15,2564,101
55,15,2565,101
100,10,2565,106
23,5,2565,42
5,17,2566,84
58,5,2566,42
63,10,2566,106
39,10,2567,106
78,8,2567,84
78,16,2567,41
59,17,2568,84
65,13,2568,21
62,10,2568,106
98,4,2569,90
62,20,2569,98
57,17,2569,84
64,18,2570,72
35,16,2570,41
75,20,2570,98
95,6,2571,73
23,20,2571,98
9,14,2571,40
52,14,2572,40
92,20,2572,98
89,13,2572,21
66,2,2573,11
70,4,2573,90
98,7,2573,109
17,6,2574,73
82,13,2574,21
15,11,2574,39
12,9,2575,63
30,12,2575,13
14,7,2575,109
93,1,2576,92
10,7,2576,109
95,12,2576,13
35,8,2577,84
80,15,2577,101
11,1,2577,92
72,9,2578,63
31,4,2578,90
16,20,2578,98
76,3,2579,102
14,5,2579,42
61,12,2579,13
34,7,2580,109
20,12,2580,13
31,15,2580,101
23,6,2581,73
24,7,2581,109
67,4,2581,90
36,14,2582,40
42,10,2582,106
3,9,2582,63
11,12,2583,13
62,16,2583,41
74,11,2583,39
90,1,2584,92
81,9,2584,63
34,17,2584,84
22,16,2585,41
14,20,2585,98
38,9,2585,63
29,5,2586,42
5,3,2586,102
39,18,2586,72
57,9,2587,63
48,12,2587,13
9,5,2587,42
67,15,2588,101
81,4,2588,90
92,11,2588,39
77,20,2589,98
37,18,2589,72
7,14,2589,40
54,4,2590,90
16,5,2590,42
17,9,2590,63
45,7,2591,109
61,19,2591,20
20,6,2591,73
49,6,2592,73
61,10,2592,106
28,18,2592,72
4,20,2593,98
64,19,2593,20
10,17,2593,84
17,12,2594,13
1,5,2594,42
45,18,2594,72
23,16,2595,41
99,17,2595,84
90,20,2595,98
34,9,2596,63
77,14,2596,40
32,6,2596,73
82,11,2597,39
13,6,2597,73
16,15,2597,101
91,16,2598,41
96,11,2598,39
79,6,2598,73
23,6,2599,73
38,5,2599,42
8,12,2599,13
35,5,2600,42
37,4,2600,90
88,12,2600,13
21,20,2601,98
26,15,2601,101
74,9,2601,63
53,11,2602,39
51,8,2602,84
8,14,2602,40
68,15,2603,101
78,6,2603,73
12,16,2603,41
66,16,2604,41
73,2,2604,11
4,7,2604,109
49,14,2605,40
28,9,2605,63
2,7,2605,109
9,10,2606,106
61,12,2606,13
39,18,2606,72
91,18,2607,72
97,1,2607,92
9,12,2607,13
2,15,2608,101
31,5,2608,42
2,8,2608,84
35,1,2609,92
81,19,2609,20
40,6,2609,73
84,1,2610,92
97,12,2610,13
39,7,2610,109
28,7,2611,109
38,11,2611,39
93,12,2611,13
48,10,2612,106
69,19,2612,20
29,1,2612,92
0,7,2613,109
99,19,2613,20
44,15,2613,101
90,8,2614,84
80,18,2614,72
8,2,2614,11
40,11,2615,39
1,12,2615,13
91,7,2615,109
1,9,2616,63
38,17,2616,84
8,20,2616,98
84,20,2617,98
81,12,2617,13
43,3,2617,102
58,2,2618,11
27,8,2618,84
33,7,2618,109
16,13,2619,21
78,9,2619,63
10,10,2619,106
98,1,2620,92
30,16,2620,41
41,17,2620,84
16,13,2621,21
2,16,2621,41
77,2,2621,11
53,15,2622,101
27,4,2622,90
50,3,2622,102
31,13,2623,21
5,11,2623,39
81,10,2623,106
18,7,2624,109
0,2,2624,11
81,12,2624,13
67,9,2625,63
46,2,2625,11
93,12,2625,13
83,3,2626,102
32,8,2626,84
38,10,2626,106
34,10,2627,106
84,19,2627,20
52,8,2627,84
22,4,2628,90
16,3,2628,102
51,20,2628,98
10,10,2629,106
12,18,2629,72
42,4,2629,90
59,6,2630,73
27,16,2630,41
35,20,2630,98
58,1,2631,92
8,16,2631,41
49,6,2631,73
41,13,2632,21
8,2,2632,11
33,11,2632,39
70,1,2633,92
92,6,2633,73
69,2,2633,11
53,17,2634,84
38,14,2634,40
30,1,2634,92
74,14,2635,40
58,18,2635,72
14,16,2635,41
86,3,2636,102
63,6,2636,73
40,17,2636,84
86,1,2637,92
32,6,2637,73
84,7,2637,109
95,1,2638,92
52,3,2638,102
63,2,2638,11
1,19,2639,20
83,13,2639,21
23,20,2639,98
25,13,2640,21
96,16,2640,41
40,12,2640,13
71,15,2641,101
6,13,2641,21
48,1,2641,92
36,9,2642,63
30,12,2642,13
75,18,2642,72
49,3,2643,102
74,8,2643,84
30,18,2643,72
72,9,2644,63
36,3,2644,102
75,11,2644,39
31,11,2645,39
37,20,2645,98
57,18,2645,72
91,13,2646,21
25,1,2646,92
50,9,2646,63
65,13,2647,21
74,10,2647,106
58,3,2647,102
95,19,2648,20
36,8,2648,84
60,17,2648,84
40,20,2649,98
89,16,2649,41
21,10,2649,106
70,20,2650,98
19,11,2650,39
74,14,2650,40
47,14,2651,40
42,19,2651,20
36,6,2651,73
28,13,2652,21
40,8,2652,84
93,7,2652,109
44,11,2653,39
49,7,2653,109
92,12,2653,13
84,13,2654,21
16,8,2654,84
46,11,2654,39
78,10,2655,106
88,11,2655,39
68,12,2655,13
56,19,2656,20
71,7,2656,109
34,9,2656,63
48,19,2657,20
12,11,2657,39
81,15,2657,101
45,14,2658,40
68,5,2658,42
29,9,2658,63
4,2,2659,11
9,18,2659,72
16,1,2659,92
9,2,2660,11
36,1,2660,92
47,10,2660,106
18,3,2661,102
74,12,2661,13
94,15,2661,101
19,3,2662,102
76,1,2662,92
11,8,2662,84
21,19,2663,20
57,5,2663,42
60,20,2663,98
99,15,2664,101
65,18,2664,72
37,20,2664,98
79,3,2665,102
16,18,2665,72
77,4,2665,90
18,15,2666,101
88,7,2666,109
36,19,2666,20
63,5,2667,42
87,9,2667,63
24,16,2667,41
67,11,2668,39
93,4,2668,90
33,8,2668,84
60,5,2669,42
90,16,2669,41
52,13,2669,21
93,19,2670,20
41,12,2670,13
84,11,2670,39
54,20,2671,98
84,5,2671,42
3,18,2671,72
56,14,2672,40
89,16,2672,41
94,11,2672,39
67,10,2673,106
50,7,2673,109
11,17,2673,84
0,17,2674,84
53,19,2674,20
79,14,2674,40
62,4,2675,90
78,15,2675,101
17,18,2675,72
100,8,2676,84
67,14,2676,40
0,13,2676,21
5,8,2677,84
85,15,2677,101
86,20,2677,98
53,4,2678,90
14,14,2678,40
95,11,2678,39
5,14,2679,40
4,19,2679,20
43,5,2679,42
72,11,2680,39
71,17,2680,84
69,7,2680,109
15,12,2681,13
90,10,2681,106
16,3,2681,102
64,2,2682,11
29,13,2682,21
52,6,2682,73
43,10,2683,106
39,5,2683,42
67,20,2683,98
18,18,2684,72
80,9,2684,63
22,6,2684,73
56,8,2685,84
49,6,2685,73
3,18,2685,72
78,12,2686,13
17,4,2686,90
79,3,2686,102
65,10,2687,106
71,14,2687,40
97,5,2687,42
32,14,2688,40
4,3,2688,102
64,1,2688,92
24,6,2689,73
66,13,2689,21
4,10,2689,106
51,7,2690,109
63,18,2690,72
85,5,2690,42
24,18,2691,72
18,3,2691,102
28,16,2691,41
40,20,2692,98
46,12,2692,13
74,8,2692,84
35,10,2693,106
0,3,2693,102
53,9,2693,63
23,12,2694,13
100,4,2694,90
93,18,2694,72
2,12,2695,13
23,11,2695,39
79,14,2695,40
93,7,2696,109
52,11,2696,39
27,12,2696,13
15,9,2697,63
46,15,2697,101
100,20,2697,98
13,15,2698,101
31,1,2698,92
56,2,2698,11
57,6,2699,73
21,3,2699,102
7,2,2699,11
68,3,2700,102
49,19,2700,20
73,12,2700,13
30,8,2701,84
96,4,2701,90
64,12,2701,13
60,18,2702,72
24,13,2702,21
93,19,2702,20
