employeeId,average_score,training_completed,performance
2668,38.67,3,Poor
2669,42.67,3,Poor
2670,50.0,3,Average
2671,38.0,3,Poor
2672,51.0,3,Average
2673,26.33,3,Poor
2674,76.0,3,Average
2675,59.0,3,Average
2676,44.33,3,Poor
2677,57.67,3,Average
2678,55.67,3,Average
2679,47.0,3,Poor
2680,57.33,3,Average
2681,29.33,3,Poor
2682,53.67,3,Average
2683,36.67,3,Poor
2684,32.33,3,Poor
2685,44.33,3,Poor
2686,54.33,3,Average
2687,72.0,3,Average
2688,53.67,3,Average
2689,60.0,3,Average
2690,38.33,3,Poor
2691,29.67,3,Poor
2692,41.67,3,Poor
2693,51.67,3,Average
2694,70.67,3,Average
2695,60.0,3,Average
2696,86.67,3,Excellent
2697,56.33,3,Average
2698,75.33,3,Average
2699,24.67,3,Poor
2700,52.67,3,Average
2701,59.0,3,Average
2702,41.33,3,Poor
2703,48.0,3,Poor
2704,44.67,3,Poor
2705,71.67,3,Average
2706,21.67,3,Poor
2707,60.0,3,Average
2708,66.33,3,Average
2709,58.33,3,Average
2710,48.33,3,Poor
2711,51.0,3,Average
2712,69.67,3,Average
2713,37.0,3,Poor
2714,52.67,3,Average
2715,63.0,3,Average
2716,76.33,3,Average
2717,26.67,3,Poor
2718,36.67,3,Poor
2719,76.67,3,Average
2720,33.67,3,Poor
2721,65.0,3,Average
2722,42.33,3,Poor
2723,57.33,3,Average
2724,59.33,3,Average
2725,62.0,3,Average
2726,32.67,3,Poor
2727,64.0,3,Average
2728,7.67,3,Poor
2729,82.0,3,Excellent
2730,57.67,3,Average
2731,22.67,3,Poor
2732,66.67,3,Average
2733,52.33,3,Average
2734,13.0,3,Poor
2735,37.67,3,Poor
2736,44.33,3,Poor
2737,58.33,3,Average
2738,41.67,3,Poor
2739,66.33,3,Average
2740,49.0,3,Poor
2741,57.33,3,Average
2742,65.33,3,Average
2743,58.33,3,Average
2744,56.0,3,Average
2745,8.0,3,Poor
2746,66.33,3,Average
2747,34.67,3,Poor
2748,41.67,3,Poor
2749,66.67,3,Average
2750,15.67,3,Poor
2751,56.67,3,Average
2752,66.0,3,Average
2753,71.67,3,Average
2754,48.0,3,Poor
2755,39.33,3,Poor
2756,53.33,3,Average
2757,54.0,3,Average
2758,55.0,3,Average
2759,57.0,3,Average
2760,69.33,3,Average
2761,12.0,3,Poor
2762,86.0,3,Excellent
2763,26.0,3,Poor
2764,57.33,3,Average
2765,43.33,3,Poor
2766,55.67,3,Average
2767,45.67,3,Poor
2768,49.0,3,Poor
2769,84.33,3,Excellent
2770,46.0,3,Poor
2771,54.33,3,Average
2772,45.0,3,Poor
2773,50.0,3,Average
2774,70.0,3,Average
2775,34.0,3,Poor
2776,60.33,3,Average
2777,37.0,3,Poor
2778,28.67,3,Poor
2779,48.0,3,Poor
2780,52.0,3,Average
2781,29.33,3,Poor
2782,27.0,3,Poor
2783,54.67,3,Average
2784,47.67,3,Poor
2785,24.0,3,Poor
2786,70.67,3,Average
2787,38.33,3,Poor
2788,49.0,3,Poor
2789,50.33,3,Average
2790,26.67,3,Poor
2791,61.0,3,Average
2792,58.0,3,Average
2793,26.67,3,Poor
2794,43.0,3,Poor
2795,50.33,3,Average
2796,33.33,3,Poor
2797,35.67,3,Poor
2798,25.33,3,Poor
2799,42.67,3,Poor
2800,42.33,3,Poor
2801,56.67,3,Average
2802,81.0,3,Excellent
2803,16.0,3,Poor
2804,80.0,3,Excellent
2805,94.67,3,Excellent
2806,60.67,3,Average
2807,49.0,3,Poor
2808,52.33,3,Average
2809,31.33,3,Poor
2810,45.67,3,Poor
2811,41.33,3,Poor
2812,47.67,3,Poor
2813,55.33,3,Average
2814,42.0,3,Poor
2815,40.0,3,Poor
2816,79.33,3,Average
2817,50.33,3,Average
2818,66.33,3,Average
2819,62.33,3,Average
2820,65.33,3,Average
2821,32.67,3,Poor
2822,49.67,3,Poor
2823,49.0,3,Poor
2824,46.33,3,Poor
2825,7.0,3,Poor
2826,72.33,3,Average
2827,37.0,3,Poor
2828,41.67,3,Poor
2829,26.0,3,Poor
2830,60.33,3,Average
2831,38.0,3,Poor
2832,64.33,3,Average
2833,32.0,3,Poor
2834,30.33,3,Poor
2835,60.0,3,Average
2836,67.67,3,Average
2837,44.33,3,Poor
2838,50.67,3,Average
2839,28.67,3,Poor
2840,43.33,3,Poor
2841,70.33,3,Average
2842,71.67,3,Average
2843,83.33,3,Excellent
2844,39.33,3,Poor
2845,30.0,3,Poor
2846,17.0,3,Poor
2847,46.67,3,Poor
2848,81.67,3,Excellent
2849,65.33,3,Average
2850,25.33,3,Poor
2851,57.67,3,Average
2852,34.67,3,Poor
2853,66.67,3,Average
2854,31.33,3,Poor
2855,58.0,3,Average
2856,53.67,3,Average
2857,56.67,3,Average
2858,41.33,3,Poor
2859,35.67,3,Poor
2860,92.0,3,Excellent
2861,47.67,3,Poor
2862,64.67,3,Average
2863,15.33,3,Poor
2864,30.0,3,Poor
2865,38.0,3,Poor
2866,28.0,3,Poor
2867,45.67,3,Poor
2868,49.67,3,Poor
2869,83.0,3,Excellent
2870,61.67,3,Average
2871,59.0,3,Average
2872,62.33,3,Average
2873,33.33,3,Poor
2874,3.33,3,Poor
2875,36.33,3,Poor
2876,64.33,3,Average
2877,29.33,3,Poor
2878,67.33,3,Average
2879,41.67,3,Poor
2880,54.33,3,Average
2881,51.67,3,Average
2882,69.67,3,Average
2883,35.33,3,Poor
2884,33.0,3,Poor
2885,23.33,3,Poor
2886,71.0,3,Average
2887,25.33,3,Poor
2888,80.0,3,Excellent
2889,42.0,3,Poor
2890,32.33,3,Poor
2891,36.33,3,Poor
2892,64.0,3,Average
2893,67.33,3,Average
2894,65.67,3,Average
2895,65.67,3,Average
2896,30.67,3,Poor
2897,53.0,3,Average
2898,71.0,3,Average
2899,38.0,3,Poor
2900,75.67,3,Average
2901,30.67,3,Poor
2902,65.33,3,Average
2903,45.33,3,Poor
2904,50.0,3,Average
2905,25.67,3,Poor
2906,72.67,3,Average
2907,33.0,3,Poor
2908,55.67,3,Average
2909,41.33,3,Poor
2910,45.0,3,Poor
2911,69.67,3,Average
2912,42.67,3,Poor
2913,27.67,3,Poor
2914,52.33,3,Average
2915,7.33,3,Poor
2916,28.33,3,Poor
2917,52.33,3,Average
2918,53.33,3,Average
2919,61.67,3,Average
2920,69.0,3,Average
2921,35.67,3,Poor
2922,38.67,3,Poor
2923,51.0,3,Average
2924,31.33,3,Poor
2925,70.0,3,Average
2926,54.0,3,Average
2927,65.0,3,Average
2928,57.0,3,Average
2929,53.0,3,Average
2930,40.67,3,Poor
2931,80.67,3,Excellent
2932,71.33,3,Average
2933,75.33,3,Average
2934,40.67,3,Poor
2935,40.67,3,Poor
2936,45.33,3,Poor
2937,47.33,3,Poor
2938,14.33,3,Poor
2939,59.33,3,Average
2940,50.33,3,Average
2941,37.67,3,Poor
2942,28.67,3,Poor
2943,60.33,3,Average
2944,34.67,3,Poor
2945,71.67,3,Average
2946,79.33,3,Average
2947,56.67,3,Average
2948,35.67,3,Poor
2949,40.67,3,Poor
2950,31.67,3,Poor
2951,34.0,3,Poor
2952,50.33,3,Average
2953,76.0,3,Average
2954,34.33,3,Poor
2955,47.33,3,Poor
2956,48.67,3,Poor
2957,48.0,3,Poor
2958,7.67,3,Poor
2959,51.0,3,Average
2960,56.67,3,Average
2961,58.0,3,Average
2962,27.33,3,Poor
2963,56.33,3,Average
2964,40.33,3,Poor
2965,68.0,3,Average
2966,32.33,3,Poor
2967,80.67,3,Excellent
2968,39.0,3,Poor
2969,55.0,3,Average
2970,33.33,3,Poor
2971,20.33,3,Poor
2972,29.33,3,Poor
2973,62.0,3,Average
2974,48.33,3,Poor
2975,55.67,3,Average
2976,22.67,3,Poor
2977,69.67,3,Average
2978,61.0,3,Average
2979,49.0,3,Poor
2980,36.0,3,Poor
2981,52.67,3,Average
2982,41.33,3,Poor
2983,46.0,3,Poor
2984,51.33,3,Average
2985,53.0,3,Average
2986,83.33,3,Excellent
2987,39.67,3,Poor
2988,85.0,3,Excellent
2989,25.33,3,Poor
2990,34.67,3,Poor
2991,8.0,3,Poor
2992,64.0,3,Average
2993,40.67,3,Poor
2994,48.67,3,Poor
2995,47.67,3,Poor
2996,55.0,3,Average
2997,53.0,3,Average
2998,46.67,3,Poor
2999,72.67,3,Average
3000,52.33,3,Average
3001,26.33,3,Poor
3002,20.0,3,Poor
3003,68.67,3,Average
3004,54.0,3,Average
3005,66.67,3,Average
3006,47.67,3,Poor
3007,66.67,3,Average
3008,68.67,3,Average
3009,75.33,3,Average
3010,59.0,3,Average
3011,23.0,3,Poor
3012,78.33,3,Average
3013,61.33,3,Average
3014,22.0,3,Poor
3015,13.33,3,Poor
3016,46.33,3,Poor
3017,41.33,3,Poor
3018,13.33,3,Poor
3019,52.33,3,Average
3020,51.0,3,Average
3021,25.33,3,Poor
3022,38.67,3,Poor
3023,39.67,3,Poor
3024,39.67,3,Poor
3025,35.0,3,Poor
3026,46.33,3,Poor
3027,58.0,3,Average
3028,56.0,3,Average
3029,38.33,3,Poor
3030,62.0,3,Average
3031,33.33,3,Poor
3032,55.0,3,Average
3033,49.0,3,Poor
3034,35.67,3,Poor
3035,52.0,3,Average
3036,39.0,3,Poor
3037,35.33,3,Poor
3038,21.0,3,Poor
3039,47.67,3,Poor
3040,60.67,3,Average
3041,39.33,3,Poor
3042,58.33,3,Average
3043,61.33,3,Average
3044,70.67,3,Average
3045,68.33,3,Average
3046,32.33,3,Poor
3047,53.67,3,Average
3048,57.0,3,Average
3049,48.0,3,Poor
3050,54.67,3,Average
3051,44.67,3,Poor
3052,59.0,3,Average
3053,63.33,3,Average
3054,47.0,3,Poor
3055,20.33,3,Poor
3056,69.0,3,Average
3057,84.33,3,Excellent
3058,21.33,3,Poor
3059,39.0,3,Poor
3060,72.0,3,Average
3061,59.0,3,Average
3062,62.33,3,Average
3063,76.33,3,Average
3064,71.67,3,Average
3065,60.67,3,Average
3066,64.67,3,Average
3067,54.67,3,Average
3068,27.33,3,Poor
3069,62.0,3,Average
3070,51.0,3,Average
3071,55.67,3,Average
3072,64.0,3,Average
3073,84.0,3,Excellent
3074,20.67,3,Poor
3075,73.0,3,Average
3076,60.67,3,Average
3077,36.33,3,Poor
3078,39.33,3,Poor
3079,57.0,3,Average
3080,57.67,3,Average
3081,72.0,3,Average
3082,64.0,3,Average
3083,68.33,3,Average
3084,58.33,3,Average
3085,68.67,3,Average
3086,57.0,3,Average
3087,28.0,3,Poor
3088,54.0,3,Average
3089,39.67,3,Poor
3090,93.67,3,Excellent
3091,33.0,3,Poor
3092,54.67,3,Average
3093,46.33,3,Poor
3094,48.0,3,Poor
3095,43.0,3,Poor
3096,61.67,3,Average
3097,61.0,3,Average
3098,65.33,3,Average
3099,31.33,3,Poor
3100,33.67,3,Poor
3101,67.33,3,Average
3102,32.67,3,Poor
3103,43.67,3,Poor
3104,85.33,3,Excellent
3105,80.0,3,Excellent
3106,69.33,3,Average
3107,55.0,3,Average
3108,48.67,3,Poor
3109,46.33,3,Poor
3110,60.0,3,Average
3111,40.33,3,Poor
3112,93.33,3,Excellent
3113,66.0,3,Average
3114,61.67,3,Average
3115,74.67,3,Average
3116,42.0,3,Poor
3117,43.33,3,Poor
3118,58.0,3,Average
3119,72.67,3,Average
3120,39.33,3,Poor
3121,42.33,3,Poor
3122,50.67,3,Average
3123,74.0,3,Average
3124,36.0,3,Poor
3125,62.0,3,Average
3126,68.33,3,Average
3127,65.33,3,Average
3128,40.33,3,Poor
3129,32.0,3,Poor
3130,44.67,3,Poor
3131,62.0,3,Average
3132,37.67,3,Poor
3133,73.0,3,Average
3134,74.33,3,Average
3135,55.67,3,Average
3136,49.67,3,Poor
3137,34.67,3,Poor
3138,30.67,3,Poor
3139,86.67,3,Excellent
3140,75.0,3,Average
3141,51.67,3,Average
3142,47.33,3,Poor
3143,57.67,3,Average
3144,50.0,3,Average
3145,36.67,3,Poor
3146,56.67,3,Average
3147,22.0,3,Poor
3148,14.33,3,Poor
3149,32.67,3,Poor
3150,36.0,3,Poor
3151,62.0,3,Average
3152,39.67,3,Poor
3153,42.33,3,Poor
3154,64.0,3,Average
3155,80.33,3,Excellent
3156,73.67,3,Average
3157,62.0,3,Average
3158,34.0,3,Poor
3159,51.67,3,Average
3160,63.67,3,Average
3161,58.33,3,Average
3162,49.33,3,Poor
3163,74.33,3,Average
3164,78.33,3,Average
3165,59.0,3,Average
3166,39.67,3,Poor
3167,64.67,3,Average
3168,66.0,3,Average
3169,43.67,3,Poor
3170,57.67,3,Average
3171,59.33,3,Average
3172,75.67,3,Average
3173,59.0,3,Average
3174,64.67,3,Average
3175,31.0,3,Poor
3176,48.67,3,Poor
3177,77.33,3,Average
3178,76.0,3,Average
3179,72.67,3,Average
3180,92.0,3,Excellent
3181,60.33,3,Average
3182,46.0,3,Poor
3183,74.67,3,Average
3184,21.0,3,Poor
3185,10.67,3,Poor
3186,41.33,3,Poor
3187,49.33,3,Poor
3188,76.67,3,Average
3189,73.0,3,Average
3190,9.0,3,Poor
3191,82.33,3,Excellent
3192,32.33,3,Poor
3193,38.67,3,Poor
3194,23.33,3,Poor
3195,72.33,3,Average
3196,51.67,3,Average
3197,30.33,3,Poor
3198,62.67,3,Average
3199,74.0,3,Average
3200,23.0,3,Poor
3201,11.67,3,Poor
3202,26.0,3,Poor
3203,47.0,3,Poor
3204,70.33,3,Average
3205,49.0,3,Poor
3206,34.33,3,Poor
3207,45.0,3,Poor
3208,44.0,3,Poor
3209,68.33,3,Average
3210,50.0,3,Average
3211,69.0,3,Average
3212,80.33,3,Excellent
3213,67.33,3,Average
3214,62.33,3,Average
3215,49.33,3,Poor
3216,46.33,3,Poor
3217,46.0,3,Poor
3218,43.0,3,Poor
3219,71.0,3,Average
3220,25.33,3,Poor
3221,72.0,3,Average
3222,40.67,3,Poor
3223,49.0,3,Poor
3224,71.0,3,Average
3225,54.67,3,Average
3226,47.0,3,Poor
3227,38.67,3,Poor
3228,41.0,3,Poor
3229,54.0,3,Average
3230,50.0,3,Average
3231,77.0,3,Average
3232,34.0,3,Poor
3233,22.0,3,Poor
3234,81.0,3,Excellent
3235,48.0,3,Poor
3236,32.33,3,Poor
3237,47.0,3,Poor
3238,57.0,3,Average
3239,50.33,3,Average
3240,69.0,3,Average
3241,61.0,3,Average
3242,39.0,3,Poor
3243,61.0,3,Average
3244,57.67,3,Average
3245,38.0,3,Poor
3246,63.67,3,Average
3247,26.33,3,Poor
3248,57.33,3,Average
3249,88.0,3,Excellent
3250,50.33,3,Average
3251,69.0,3,Average
3252,47.0,3,Poor
3253,57.33,3,Average
3254,48.67,3,Poor
3255,51.67,3,Average
3256,55.67,3,Average
3257,49.33,3,Poor
3258,46.33,3,Poor
3259,56.33,3,Average
3260,45.33,3,Poor
3261,56.33,3,Average
3262,46.33,3,Poor
3263,57.0,3,Average
3264,82.67,3,Excellent
3265,57.0,3,Average
3266,51.67,3,Average
3267,52.67,3,Average
3268,19.0,3,Poor
3269,59.67,3,Average
3270,40.33,3,Poor
3271,58.0,3,Average
3272,60.33,3,Average
3273,52.0,3,Average
3274,49.67,3,Poor
3275,60.67,3,Average
3276,51.33,3,Average
3277,62.33,3,Average
3278,40.67,3,Poor
3279,64.67,3,Average
3280,52.33,3,Average
3281,57.67,3,Average
3282,36.67,3,Poor
3283,73.0,3,Average
3284,39.67,3,Poor
3285,38.0,3,Poor
3286,41.33,3,Poor
3287,48.67,3,Poor
3288,45.0,3,Poor
3289,32.0,3,Poor
3290,38.67,3,Poor
3291,61.33,3,Average
3292,63.67,3,Average
3293,70.33,3,Average
3294,55.67,3,Average
3295,43.67,3,Poor
3296,37.67,3,Poor
3297,61.67,3,Average
3298,58.67,3,Average
3299,36.33,3,Poor
3300,55.33,3,Average
3301,25.33,3,Poor
3302,73.0,3,Average
3303,66.67,3,Average
3304,54.0,3,Average
3305,31.0,3,Poor
3306,55.0,3,Average
3307,47.0,3,Poor
3308,19.33,3,Poor
3309,47.0,3,Poor
3310,49.0,3,Poor
3311,53.67,3,Average
3312,61.33,3,Average
3313,54.0,3,Average
3314,31.0,3,Poor
3315,70.33,3,Average
3316,43.33,3,Poor
3317,57.33,3,Average
3318,38.33,3,Poor
3319,13.33,3,Poor
3320,51.0,3,Average
3321,9.33,3,Poor
3322,61.33,3,Average
3323,21.67,3,Poor
3324,39.33,3,Poor
3325,54.0,3,Average
3326,41.0,3,Poor
3327,21.67,3,Poor
3328,39.67,3,Poor
3329,51.67,3,Average
3330,41.0,3,Poor
3331,41.0,3,Poor
3332,51.33,3,Average
3333,61.33,3,Average
3334,58.67,3,Average
3335,29.33,3,Poor
3336,36.0,3,Poor
3337,66.0,3,Average
3338,47.67,3,Poor
3339,47.0,3,Poor
3340,67.33,3,Average
3341,69.33,3,Average
3342,31.33,3,Poor
3343,52.33,3,Average
3344,35.0,3,Poor
3345,81.0,3,Excellent
3346,63.0,3,Average
3347,40.67,3,Poor
3348,65.33,3,Average
3349,42.33,3,Poor
3350,11.67,3,Poor
3351,49.0,3,Poor
3352,75.67,3,Average
3353,36.67,3,Poor
3354,34.33,3,Poor
3355,44.0,3,Poor
3356,72.33,3,Average
3357,71.67,3,Average
3358,77.0,3,Average
3359,17.67,3,Poor
3360,49.67,3,Poor
3361,58.0,3,Average
3362,40.0,3,Poor
3363,32.33,3,Poor
3364,17.33,3,Poor
3365,66.67,3,Average
3366,49.33,3,Poor
3367,71.67,3,Average
3368,68.67,3,Average
3369,40.67,3,Poor
3370,23.67,3,Poor
3371,41.0,3,Poor
3372,73.0,3,Average
3373,53.33,3,Average
3374,53.33,3,Average
3375,52.0,3,Average
3376,34.0,3,Poor
3377,25.0,3,Poor
3378,20.0,3,Poor
3379,58.33,3,Average
3380,66.33,3,Average
3381,49.67,3,Poor
3382,55.33,3,Average
3383,50.67,3,Average
3384,45.0,3,Poor
3385,52.33,3,Average
3386,36.33,3,Poor
3387,53.33,3,Average
3388,21.33,3,Poor
3389,26.67,3,Poor
3390,24.33,3,Poor
3391,35.33,3,Poor
3392,46.0,3,Poor
3393,50.0,3,Average
3394,26.33,3,Poor
3395,44.0,3,Poor
3396,34.0,3,Poor
3397,71.0,3,Average
3398,41.67,3,Poor
3399,55.33,3,Average
3400,42.0,3,Poor
3401,31.67,3,Poor
3402,32.67,3,Poor
3403,75.0,3,Average
3404,12.0,3,Poor
3405,43.33,3,Poor
3406,67.33,3,Average
3407,71.67,3,Average
3408,66.67,3,Average
3409,21.33,3,Poor
3410,36.33,3,Poor
3411,49.0,3,Poor
3412,62.0,3,Average
3413,69.0,3,Average
3414,63.0,3,Average
3415,27.67,3,Poor
3416,46.0,3,Poor
3417,38.67,3,Poor
3418,59.0,3,Average
3419,87.67,3,Excellent
3420,67.67,3,Average
3421,36.33,3,Poor
3422,35.67,3,Poor
3423,35.67,3,Poor
3424,23.67,3,Poor
3425,33.33,3,Poor
3426,75.33,3,Average
3427,62.0,3,Average
3428,66.67,3,Average
3429,61.0,3,Average
3430,19.33,3,Poor
3431,76.67,3,Average
3432,76.0,3,Average
3433,30.33,3,Poor
3434,46.67,3,Poor
3435,40.67,3,Poor
3436,51.67,3,Average
3437,40.0,3,Poor
3438,67.33,3,Average
3439,36.67,3,Poor
3440,81.0,3,Excellent
3441,51.0,3,Average
3442,48.0,3,Poor
3443,48.67,3,Poor
3444,33.0,3,Poor
3445,54.33,3,Average
3446,33.33,3,Poor
3447,40.33,3,Poor
3448,46.0,3,Poor
3449,65.67,3,Average
3450,55.67,3,Average
3451,52.0,3,Average
3452,38.33,3,Poor
3453,49.33,3,Poor
3454,43.0,3,Poor
3455,24.67,3,Poor
3456,57.0,3,Average
3457,71.67,3,Average
3458,55.33,3,Average
3459,35.33,3,Poor
3460,56.33,3,Average
3461,49.0,3,Poor
3462,42.33,3,Poor
3463,25.33,3,Poor
3464,47.33,3,Poor
3465,76.33,3,Average
3466,59.33,3,Average
3467,57.33,3,Average
3468,33.33,3,Poor
3469,41.67,3,Poor
3470,26.0,3,Poor
3471,26.33,3,Poor
3472,46.67,3,Poor
3473,40.67,3,Poor
3474,46.0,3,Poor
3475,53.67,3,Average
3476,44.67,3,Poor
3477,47.33,3,Poor
3478,76.67,3,Average
3479,53.67,3,Average
3480,67.67,3,Average
3481,36.67,3,Poor
3482,62.0,3,Average
3483,44.0,3,Poor
3484,34.67,3,Poor
3485,21.33,3,Poor
3486,51.0,3,Average
3487,52.0,3,Average
3488,23.67,3,Poor
3489,48.33,3,Poor
3490,73.33,3,Average
3491,51.33,3,Average
3492,51.0,3,Average
3493,42.33,3,Poor
3494,71.67,3,Average
3495,45.0,3,Poor
3496,30.0,3,Poor
3497,71.33,3,Average
3498,15.33,3,Poor
3499,56.0,3,Average
3500,62.67,3,Average
3501,26.0,3,Poor
3502,61.33,3,Average
3503,64.67,3,Average
3504,47.0,3,Poor
3505,72.0,3,Average
3506,20.67,3,Poor
3507,83.67,3,Excellent
3508,67.33,3,Average
3509,49.33,3,Poor
3510,65.0,3,Average
3511,62.33,3,Average
3512,13.0,3,Poor
3513,72.0,3,Average
3514,66.33,3,Average
3515,71.67,3,Average
3516,22.33,3,Poor
3517,39.33,3,Poor
3518,72.0,3,Average
3519,37.0,3,Poor
3520,54.0,3,Average
3521,41.33,3,Poor
3522,45.67,3,Poor
3523,46.33,3,Poor
3524,72.0,3,Average
3525,60.67,3,Average
3526,46.67,3,Poor
3527,67.33,3,Average
3528,66.67,3,Average
3529,16.33,3,Poor
3530,48.0,3,Poor
3531,35.0,3,Poor
3532,40.67,3,Poor
3533,49.0,3,Poor
3534,83.67,3,Excellent
3535,29.33,3,Poor
3536,36.0,3,Poor
3537,64.67,3,Average
3538,30.67,3,Poor
3539,49.0,3,Poor
3540,72.0,3,Average
3541,75.33,3,Average
3542,54.0,3,Average
3543,21.33,3,Poor
3544,51.33,3,Average
3545,52.33,3,Average
3546,22.67,3,Poor
3547,50.67,3,Average
3548,30.0,3,Poor
3549,74.0,3,Average
3550,62.33,3,Average
3551,30.0,3,Poor
3552,50.67,3,Average
3553,72.67,3,Average
3554,51.0,3,Average
3555,55.67,3,Average
3556,53.33,3,Average
3557,80.0,3,Excellent
3558,60.33,3,Average
3559,54.0,3,Average
3560,64.33,3,Average
3561,51.67,3,Average
3562,50.0,3,Average
3563,40.0,3,Poor
3564,30.67,3,Poor
3565,62.0,3,Average
3566,80.67,3,Excellent
3567,67.0,3,Average
3568,32.33,3,Poor
3569,53.0,3,Average
3570,28.67,3,Poor
3571,49.67,3,Poor
3572,69.0,3,Average
3573,12.0,3,Poor
3574,60.0,3,Average
3575,28.67,3,Poor
3576,61.33,3,Average
3577,77.67,3,Average
3578,70.67,3,Average
3579,43.0,3,Poor
3580,31.0,3,Poor
3581,45.33,3,Poor
3582,66.67,3,Average
3583,33.33,3,Poor
3584,44.33,3,Poor
3585,67.0,3,Average
3586,45.67,3,Poor
3587,29.33,3,Poor
3588,44.67,3,Poor
3589,38.67,3,Poor
3590,62.33,3,Average
3591,58.33,3,Average
3592,80.67,3,Excellent
3593,46.33,3,Poor
3594,85.0,3,Excellent
3595,43.0,3,Poor
3596,44.33,3,Poor
3597,72.67,3,Average
3598,68.0,3,Average
3599,42.33,3,Poor
3600,78.0,3,Average
3601,23.67,3,Poor
3602,50.67,3,Average
3603,47.0,3,Poor
3604,55.67,3,Average
3605,95.33,3,Excellent
3606,56.33,3,Average
3607,65.0,3,Average
3608,56.0,3,Average
3609,8.33,3,Poor
3610,56.67,3,Average
3611,51.0,3,Average
3612,52.33,3,Average
3613,43.67,3,Poor
3614,62.67,3,Average
3615,25.0,3,Poor
3616,91.33,3,Excellent
3617,41.33,3,Poor
3618,55.33,3,Average
3619,83.33,3,Excellent
3620,74.33,3,Average
3621,46.0,3,Poor
3622,57.0,3,Average
3623,47.67,3,Poor
3624,30.0,3,Poor
3625,26.0,3,Poor
3626,89.67,3,Excellent
3627,37.33,3,Poor
3628,60.0,3,Average
3629,82.67,3,Excellent
3630,54.33,3,Average
3631,22.33,3,Poor
3632,75.67,3,Average
3633,30.33,3,Poor
3634,57.67,3,Average
3635,67.67,3,Average
3636,20.0,3,Poor
3637,56.0,3,Average
3638,39.0,3,Poor
3639,63.33,3,Average
3640,78.0,3,Average
3641,50.0,3,Average
3642,39.33,3,Poor
3643,22.0,3,Poor
3644,70.33,3,Average
3645,36.0,3,Poor
3646,68.67,3,Average
3647,59.67,3,Average
3648,44.67,3,Poor
3649,36.33,3,Poor
3650,75.67,3,Average
3651,60.0,3,Average
3652,54.0,3,Average
3653,53.33,3,Average
3654,77.0,3,Average
3655,46.33,3,Poor
3656,74.0,3,Average
3657,57.67,3,Average
3658,36.33,3,Poor
3659,51.0,3,Average
3660,53.0,3,Average
3661,55.0,3,Average
3662,20.67,3,Poor
3663,39.0,3,Poor
3664,40.33,3,Poor
3665,38.67,3,Poor
3666,76.0,3,Average
3667,56.67,3,Average
3668,86.0,3,Excellent
3669,27.0,3,Poor
3670,35.33,3,Poor
3671,44.33,3,Poor
3672,56.67,3,Average
3673,16.0,3,Poor
3674,35.0,3,Poor
3675,59.33,3,Average
3676,64.0,3,Average
3677,48.67,3,Poor
3678,15.67,3,Poor
3679,35.0,3,Poor
3680,33.67,3,Poor
3681,52.67,3,Average
3682,65.0,3,Average
3683,22.33,3,Poor
3684,11.67,3,Poor
3685,77.33,3,Average
3686,32.67,3,Poor
3687,57.67,3,Average
3688,73.0,3,Average
3689,43.67,3,Poor
3690,59.33,3,Average
3691,49.33,3,Poor
3692,39.0,3,Poor
3693,44.0,3,Poor
3694,38.33,3,Poor
3695,42.0,3,Poor
3696,72.0,3,Average
3697,57.0,3,Average
3698,63.0,3,Average
3699,48.33,3,Poor
3700,39.0,3,Poor
3701,69.67,3,Average
3702,18.0,3,Poor
3703,62.67,3,Average
3704,49.33,3,Poor
3705,71.0,3,Average
3706,67.67,3,Average
3707,43.0,3,Poor
3708,66.33,3,Average
3709,45.0,3,Poor
3710,56.33,3,Average
3711,76.0,3,Average
3712,42.67,3,Poor
3713,43.0,3,Poor
3714,69.0,3,Average
3715,54.0,3,Average
3716,69.67,3,Average
3717,42.0,3,Poor
3718,44.67,3,Poor
3719,48.33,3,Poor
3720,76.67,3,Average
3721,55.67,3,Average
3722,24.67,3,Poor
3723,67.0,3,Average
3724,16.33,3,Poor
3725,80.33,3,Excellent
3726,73.67,3,Average
3727,52.33,3,Average
3728,63.33,3,Average
3729,35.67,3,Poor
3730,69.0,3,Average
3731,30.67,3,Poor
3732,60.0,3,Average
3733,31.33,3,Poor
3734,41.0,3,Poor
3735,38.33,3,Poor
3736,59.0,3,Average
3737,24.33,3,Poor
3738,42.0,3,Poor
3739,24.67,3,Poor
3740,52.67,3,Average
3741,54.67,3,Average
3742,55.33,3,Average
3743,81.33,3,Excellent
3744,56.67,3,Average
3745,61.33,3,Average
3746,48.33,3,Poor
3747,25.67,3,Poor
3748,63.33,3,Average
3749,44.0,3,Poor
3750,52.33,3,Average
3751,62.0,3,Average
3752,31.67,3,Poor
3753,52.33,3,Average
3754,35.67,3,Poor
3755,56.33,3,Average
3756,27.67,3,Poor
3757,52.33,3,Average
3758,45.0,3,Poor
3759,38.33,3,Poor
3760,50.33,3,Average
3761,71.0,3,Average
3762,33.33,3,Poor
3763,60.67,3,Average
3764,59.33,3,Average
3765,31.67,3,Poor
3766,85.33,3,Excellent
3767,50.67,3,Average
3768,68.67,3,Average
3769,53.0,3,Average
3770,59.67,3,Average
3771,68.67,3,Average
3772,77.67,3,Average
3773,49.33,3,Poor
3774,24.67,3,Poor
3775,33.33,3,Poor
3776,34.0,3,Poor
3777,44.33,3,Poor
3778,58.67,3,Average
3779,57.0,3,Average
