employeeId,role,trainingId,assignment_score,codeQuality,communication,problemSolving,timeManagement
2551,EMPLOYEE,9,77,18,16,18,96
2551,EMPLOYEE,30,59,71,33,34,51
2551,EMPLOYEE,14,74,68,56,64,61
2552,EMPLOYEE,49,41,43,18,24,35
2552,EMPLOYEE,38,21,52,84,78,82
2552,EMPLOYEE,50,85,55,33,93,24
2553,EMPLOYEE,17,78,15,8,18,31
2553,EMPLOYEE,25,85,53,41,65,38
2553,EMPLOYEE,8,83,43,73,41,0
2554,EMPLOYEE,3,15,38,53,84,63
2554,EMPLOYEE,2,33,9,14,62,33
2554,EMPLOYEE,40,93,98,69,64,0
2555,EMPLOYEE,46,90,31,45,25,65
2555,EMPLOYEE,45,15,39,20,92,7
2555,EMPLOYEE,7,85,85,15,14,59
2556,EMPLOYEE,44,92,12,34,83,21
2556,EMPLOYEE,46,53,19,37,100,3
2556,EMPLOYEE,45,99,61,40,24,71
2557,EMPLOYEE,7,33,73,29,56,86
2557,EMPLOYEE,8,80,97,80,95,49
2557,EMPLOYEE,18,75,21,85,92,73
2558,EMPLOYEE,43,17,16,87,68,0
2558,EMPLOYEE,40,48,48,80,19,13
2558,EMPLOYEE,32,67,97,20,57,27
2559,EMPLOYEE,28,67,54,57,33,60
2559,EMPLOYEE,33,4,46,40,34,35
2559,EMPLOYEE,23,53,77,33,3,40
2560,EMPLOYEE,18,88,49,90,83,53
2560,EMPLOYEE,20,85,76,29,72,6
2560,EMPLOYEE,7,31,15,53,24,5
2561,EMPLOYEE,6,97,13,99,76,87
2561,EMPLOYEE,40,94,81,9,14,72
2561,EMPLOYEE,22,73,47,38,3,14
2562,EMPLOYEE,44,46,6,92,5,41
2562,EMPLOYEE,31,91,17,27,0,100
2562,EMPLOYEE,11,25,76,32,13,30
2563,EMPLOYEE,49,78,49,99,58,47
2563,EMPLOYEE,24,7,13,1,93,6
2563,EMPLOYEE,47,90,13,36,53,58
2564,EMPLOYEE,46,88,73,5,89,51
2564,EMPLOYEE,5,78,64,85,65,36
2564,EMPLOYEE,38,38,23,2,17,67
2565,EMPLOYEE,37,59,30,63,75,75
2565,EMPLOYEE,32,21,35,89,44,23
2565,EMPLOYEE,24,6,49,75,53,6
2566,EMPLOYEE,24,71,91,9,47,96
2566,EMPLOYEE,23,23,20,88,25,58
2566,EMPLOYEE,50,75,93,4,22,32
2567,EMPLOYEE,28,67,46,59,86,99
2567,EMPLOYEE,5,40,71,2,21,52
2567,EMPLOYEE,45,58,58,58,54,4
2568,EMPLOYEE,40,84,62,89,85,40
2568,EMPLOYEE,26,34,21,64,57,45
2568,EMPLOYEE,20,76,47,88,25,87
2569,EMPLOYEE,29,23,69,83,31,66
2569,EMPLOYEE,43,9,76,48,52,22
2569,EMPLOYEE,30,94,80,95,78,100
2570,EMPLOYEE,17,39,34,43,25,52
2570,EMPLOYEE,2,85,95,61,49,44
2570,EMPLOYEE,11,59,97,80,45,16
2571,EMPLOYEE,44,68,77,2,0,32
2571,EMPLOYEE,24,32,43,46,27,94
2571,EMPLOYEE,10,52,67,60,80,25
2572,EMPLOYEE,21,21,42,83,64,19
2572,EMPLOYEE,32,30,87,12,94,23
2572,EMPLOYEE,16,40,70,53,20,49
2573,EMPLOYEE,44,40,5,12,38,96
2573,EMPLOYEE,25,35,16,48,44,36
2573,EMPLOYEE,7,52,20,46,77,84
2574,EMPLOYEE,49,82,85,99,83,22
2574,EMPLOYEE,50,13,49,27,53,82
2574,EMPLOYEE,10,45,4,28,97,65
2575,EMPLOYEE,4,45,59,2,68,7
2575,EMPLOYEE,17,61,84,11,52,31
2575,EMPLOYEE,7,13,39,14,48,19
2576,EMPLOYEE,2,59,76,73,14,21
2576,EMPLOYEE,5,36,79,24,53,82
2576,EMPLOYEE,37,38,42,78,29,71
2577,EMPLOYEE,20,68,69,73,37,67
2577,EMPLOYEE,39,86,46,18,58,98
2577,EMPLOYEE,37,54,92,3,31,10
2578,EMPLOYEE,19,73,32,31,42,27
2578,EMPLOYEE,18,9,25,73,36,71
2578,EMPLOYEE,34,12,58,81,42,12
2579,EMPLOYEE,49,93,99,10,9,74
2579,EMPLOYEE,5,61,80,57,35,8
2579,EMPLOYEE,10,72,22,79,98,17
2580,EMPLOYEE,15,25,67,61,37,71
2580,EMPLOYEE,4,88,37,2,96,59
2580,EMPLOYEE,10,53,44,14,4,16
2581,EMPLOYEE,10,78,56,63,50,72
2581,EMPLOYEE,34,40,64,51,13,9
2581,EMPLOYEE,24,28,18,3,24,55
2582,EMPLOYEE,48,25,29,79,72,36
2582,EMPLOYEE,24,71,30,78,100,73
2582,EMPLOYEE,36,46,65,35,69,67
2583,EMPLOYEE,47,32,48,18,87,50
2583,EMPLOYEE,40,2,61,93,8,87
2583,EMPLOYEE,22,14,20,73,3,22
2584,EMPLOYEE,11,36,1,79,48,18
2584,EMPLOYEE,5,24,79,65,64,53
2584,EMPLOYEE,3,4,98,24,40,55
2585,EMPLOYEE,12,72,14,90,27,83
2585,EMPLOYEE,10,16,82,94,65,86
2585,EMPLOYEE,39,15,28,60,57,95
2586,EMPLOYEE,23,4,68,53,6,42
2586,EMPLOYEE,28,84,94,47,80,95
2586,EMPLOYEE,31,43,71,12,30,80
2587,EMPLOYEE,45,36,81,0,55,38
2587,EMPLOYEE,9,68,47,77,9,72
2587,EMPLOYEE,12,81,73,63,50,27
2588,EMPLOYEE,30,93,80,48,55,50
2588,EMPLOYEE,36,32,44,93,30,97
2588,EMPLOYEE,24,31,10,42,99,74
2589,EMPLOYEE,28,60,72,4,32,68
2589,EMPLOYEE,19,59,94,75,4,100
2589,EMPLOYEE,1,62,63,1,22,58
2590,EMPLOYEE,1,78,73,10,22,27
2590,EMPLOYEE,9,81,38,16,31,77
2590,EMPLOYEE,14,51,66,39,24,91
2591,EMPLOYEE,44,87,18,86,72,86
2591,EMPLOYEE,24,61,93,33,4,32
2591,EMPLOYEE,20,63,4,68,24,65
2592,EMPLOYEE,10,65,59,84,37,15
2592,EMPLOYEE,18,53,1,54,87,54
2592,EMPLOYEE,35,9,83,67,89,87
2593,EMPLOYEE,43,70,62,28,92,7
2593,EMPLOYEE,20,87,6,33,24,19
2593,EMPLOYEE,18,79,6,65,56,84
2594,EMPLOYEE,12,28,2,20,71,65
2594,EMPLOYEE,14,41,52,93,61,6
2594,EMPLOYEE,9,43,23,58,33,89
2595,EMPLOYEE,40,81,16,63,82,87
2595,EMPLOYEE,49,48,30,83,97,72
2595,EMPLOYEE,3,23,5,34,32,38
2596,EMPLOYEE,26,96,82,14,48,38
2596,EMPLOYEE,25,27,67,13,34,39
2596,EMPLOYEE,33,34,3,13,42,62
2597,EMPLOYEE,20,87,37,28,59,86
2597,EMPLOYEE,17,1,67,63,66,14
2597,EMPLOYEE,49,40,19,15,89,91
2598,EMPLOYEE,44,30,78,87,99,15
2598,EMPLOYEE,31,12,39,46,83,91
2598,EMPLOYEE,6,75,7,93,46,83
2599,EMPLOYEE,45,30,76,50,10,42
2599,EMPLOYEE,38,88,39,31,3,72
2599,EMPLOYEE,3,34,75,96,24,66
2600,EMPLOYEE,6,80,72,65,74,25
2600,EMPLOYEE,23,55,48,70,62,89
2600,EMPLOYEE,14,66,92,92,25,73
2601,EMPLOYEE,7,40,63,73,63,78
2601,EMPLOYEE,17,43,80,83,62,19
2601,EMPLOYEE,42,5,61,25,14,65
2602,EMPLOYEE,40,63,84,81,48,25
2602,EMPLOYEE,46,26,95,57,51,52
2602,EMPLOYEE,47,7,53,92,45,10
2603,EMPLOYEE,15,60,60,33,20,21
2603,EMPLOYEE,3,29,37,59,99,68
2603,EMPLOYEE,8,85,69,72,70,16
2604,EMPLOYEE,3,33,46,11,95,3
2604,EMPLOYEE,28,36,77,82,16,77
2604,EMPLOYEE,9,41,50,55,85,21
2605,EMPLOYEE,39,51,98,12,91,43
2605,EMPLOYEE,16,4,58,33,57,38
2605,EMPLOYEE,25,60,5,57,72,96
2606,EMPLOYEE,49,62,71,100,44,41
2606,EMPLOYEE,36,29,93,25,96,73
2606,EMPLOYEE,2,55,65,75,29,43
2607,EMPLOYEE,26,81,30,13,93,19
2607,EMPLOYEE,23,53,98,72,88,85
2607,EMPLOYEE,19,81,50,54,49,18
2608,EMPLOYEE,50,72,37,42,31,34
2608,EMPLOYEE,24,4,23,76,67,65
2608,EMPLOYEE,19,86,9,90,39,40
2609,EMPLOYEE,34,51,68,99,74,98
2609,EMPLOYEE,37,78,38,55,21,69
2609,EMPLOYEE,1,37,76,55,54,28
2610,EMPLOYEE,40,30,35,59,4,33
2610,EMPLOYEE,8,43,25,21,43,1
2610,EMPLOYEE,25,6,1,18,80,4
2611,EMPLOYEE,35,87,9,44,54,48
2611,EMPLOYEE,25,21,19,30,93,18
2611,EMPLOYEE,4,64,13,3,96,78
2612,EMPLOYEE,20,87,56,28,100,7
2612,EMPLOYEE,46,39,51,48,18,43
2612,EMPLOYEE,2,93,94,39,20,18
2613,EMPLOYEE,25,2,32,83,28,76
2613,EMPLOYEE,7,73,69,33,84,74
2613,EMPLOYEE,50,97,34,75,6,70
2614,EMPLOYEE,36,40,67,59,93,82
2614,EMPLOYEE,16,73,83,68,33,54
2614,EMPLOYEE,35,69,86,69,84,43
2615,EMPLOYEE,34,1,35,29,55,27
2615,EMPLOYEE,43,26,65,66,90,83
2615,EMPLOYEE,36,16,74,1,94,18
2616,EMPLOYEE,24,54,47,27,75,13
2616,EMPLOYEE,10,20,78,87,22,87
2616,EMPLOYEE,35,94,37,86,24,88
2617,EMPLOYEE,39,89,32,83,25,69
2617,EMPLOYEE,36,56,91,0,62,59
2617,EMPLOYEE,14,69,31,35,37,5
2618,EMPLOYEE,44,1,77,82,83,62
2618,EMPLOYEE,9,100,91,97,85,32
2618,EMPLOYEE,25,31,92,51,98,31
2619,EMPLOYEE,40,62,70,62,0,35
2619,EMPLOYEE,47,27,40,26,17,69
2619,EMPLOYEE,2,69,9,80,54,26
2620,EMPLOYEE,9,92,48,0,16,89
2620,EMPLOYEE,45,18,70,6,22,37
2620,EMPLOYEE,40,8,78,6,27,9
2621,EMPLOYEE,44,26,64,5,7,19
2621,EMPLOYEE,38,96,71,30,78,1
2621,EMPLOYEE,28,0,51,26,100,18
2622,EMPLOYEE,44,62,57,66,12,1
2622,EMPLOYEE,21,55,42,45,32,23
2622,EMPLOYEE,50,33,97,17,7,4
2623,EMPLOYEE,49,61,42,12,54,6
2623,EMPLOYEE,37,1,12,17,91,97
2623,EMPLOYEE,17,29,95,10,31,36
2624,EMPLOYEE,38,31,28,53,56,17
2624,EMPLOYEE,1,55,73,55,73,24
2624,EMPLOYEE,44,51,78,15,54,11
2625,EMPLOYEE,14,43,7,88,85,6
2625,EMPLOYEE,2,37,7,19,33,8
2625,EMPLOYEE,42,66,81,83,74,14
2626,EMPLOYEE,18,76,73,64,9,63
2626,EMPLOYEE,41,99,99,65,17,32
2626,EMPLOYEE,29,8,82,8,84,76
2627,EMPLOYEE,48,18,64,30,61,8
2627,EMPLOYEE,29,0,33,15,89,68
2627,EMPLOYEE,12,97,31,6,30,73
2628,EMPLOYEE,36,4,95,83,5,86
2628,EMPLOYEE,30,94,29,54,2,43
2628,EMPLOYEE,16,49,11,9,47,90
2629,EMPLOYEE,22,60,65,92,42,58
2629,EMPLOYEE,18,76,48,63,2,44
2629,EMPLOYEE,2,37,45,7,2,30
2630,EMPLOYEE,17,41,14,91,0,78
2630,EMPLOYEE,20,17,93,98,6,84
2630,EMPLOYEE,32,85,3,41,98,22
2631,EMPLOYEE,3,84,18,99,59,36
2631,EMPLOYEE,31,11,97,53,85,53
2631,EMPLOYEE,29,44,52,32,47,56
2632,EMPLOYEE,15,66,90,60,45,39
2632,EMPLOYEE,4,9,57,47,27,27
2632,EMPLOYEE,34,73,82,72,61,37
2633,EMPLOYEE,11,46,71,86,77,31
2633,EMPLOYEE,34,26,26,17,83,82
2633,EMPLOYEE,46,51,11,37,100,86
2634,EMPLOYEE,36,6,8,84,59,37
2634,EMPLOYEE,31,62,66,1,98,33
2634,EMPLOYEE,39,49,61,81,79,22
2635,EMPLOYEE,34,71,33,62,32,18
2635,EMPLOYEE,10,91,92,55,29,60
2635,EMPLOYEE,48,92,12,99,51,54
2636,EMPLOYEE,20,34,64,12,7,10
2636,EMPLOYEE,42,6,61,61,43,57
2636,EMPLOYEE,36,79,90,1,48,86
2637,EMPLOYEE,5,94,89,59,8,32
2637,EMPLOYEE,37,94,65,35,73,41
2637,EMPLOYEE,22,3,16,15,55,11
2638,EMPLOYEE,8,25,65,14,5,20
2638,EMPLOYEE,21,32,95,62,34,22
2638,EMPLOYEE,30,13,65,27,87,39
2639,EMPLOYEE,37,11,86,44,5,18
2639,EMPLOYEE,45,30,96,42,9,92
2639,EMPLOYEE,34,19,86,56,63,78
2640,EMPLOYEE,21,73,92,71,0,84
2640,EMPLOYEE,6,16,14,10,94,11
2640,EMPLOYEE,12,53,78,9,47,53
2641,EMPLOYEE,20,64,21,52,2,93
2641,EMPLOYEE,9,84,36,89,49,3
2641,EMPLOYEE,35,53,34,1,46,14
2642,EMPLOYEE,41,13,55,71,74,49
2642,EMPLOYEE,40,48,4,31,24,87
2642,EMPLOYEE,37,90,80,44,90,81
2643,EMPLOYEE,27,43,37,27,37,65
2643,EMPLOYEE,28,86,75,70,64,93
2643,EMPLOYEE,41,94,23,9,14,44
2644,EMPLOYEE,13,8,19,42,64,16
2644,EMPLOYEE,18,14,95,52,63,75
2644,EMPLOYEE,50,73,18,54,7,21
2645,EMPLOYEE,7,34,81,31,43,82
2645,EMPLOYEE,1,38,34,79,97,80
2645,EMPLOYEE,37,75,12,11,20,46
2646,EMPLOYEE,2,61,7,100,0,91
2646,EMPLOYEE,21,90,36,43,94,91
2646,EMPLOYEE,35,11,98,38,72,67
2647,EMPLOYEE,32,85,92,78,72,8
2647,EMPLOYEE,6,21,44,50,17,39
2647,EMPLOYEE,7,6,31,11,92,41
2648,EMPLOYEE,43,81,22,20,20,80
2648,EMPLOYEE,3,72,50,77,28,2
2648,EMPLOYEE,6,79,10,33,32,93
2649,EMPLOYEE,44,7,48,7,66,34
2649,EMPLOYEE,10,87,82,48,89,60
2649,EMPLOYEE,8,87,55,47,17,63
2650,EMPLOYEE,42,80,95,19,54,41
2650,EMPLOYEE,43,40,2,30,29,67
2650,EMPLOYEE,16,66,23,31,17,15
2651,EMPLOYEE,32,38,2,46,27,35
2651,EMPLOYEE,10,40,83,14,4,34
2651,EMPLOYEE,42,95,75,60,12,6
2652,EMPLOYEE,37,72,74,68,12,19
2652,EMPLOYEE,7,93,53,98,24,72
2652,EMPLOYEE,43,56,73,5,52,29
2653,EMPLOYEE,8,78,26,38,14,63
2653,EMPLOYEE,26,0,58,24,98,44
2653,EMPLOYEE,38,64,24,2,79,50
2654,EMPLOYEE,9,20,56,74,17,89
2654,EMPLOYEE,33,98,8,38,17,31
2654,EMPLOYEE,23,68,34,98,62,29
2655,EMPLOYEE,15,27,6,51,70,80
2655,EMPLOYEE,4,38,89,33,25,46
2655,EMPLOYEE,7,73,75,72,6,34
2656,EMPLOYEE,31,21,33,98,5,95
2656,EMPLOYEE,44,38,20,82,73,93
2656,EMPLOYEE,41,13,81,4,50,86
2657,EMPLOYEE,25,19,69,85,30,28
2657,EMPLOYEE,32,73,40,89,36,99
2657,EMPLOYEE,35,66,35,93,26,95
2658,EMPLOYEE,31,4,44,16,16,55
2658,EMPLOYEE,47,98,98,97,81,63
2658,EMPLOYEE,2,71,60,9,92,19
2659,EMPLOYEE,37,80,25,54,62,23
2659,EMPLOYEE,46,11,67,100,1,1
2659,EMPLOYEE,29,9,71,66,47,90
2660,EMPLOYEE,1,50,39,3,51,86
2660,EMPLOYEE,21,51,4,60,98,77
2660,EMPLOYEE,18,77,54,36,51,5
2661,EMPLOYEE,25,69,2,88,51,91
2661,EMPLOYEE,20,2,60,82,29,98
2661,EMPLOYEE,40,13,35,18,43,77
2662,EMPLOYEE,4,59,75,88,42,58
2662,EMPLOYEE,19,48,36,31,53,66
2662,EMPLOYEE,14,57,18,24,81,43
2663,EMPLOYEE,34,87,51,21,36,57
2663,EMPLOYEE,19,24,59,43,24,46
2663,EMPLOYEE,40,90,93,93,21,94
2664,EMPLOYEE,48,27,3,75,70,26
2664,EMPLOYEE,42,80,21,97,34,76
2664,EMPLOYEE,21,42,82,75,48,90
2665,EMPLOYEE,35,80,87,92,74,83
2665,EMPLOYEE,10,54,57,39,81,67
2665,EMPLOYEE,8,2,27,31,53,11
2666,EMPLOYEE,30,5,100,92,76,89
2666,EMPLOYEE,38,7,94,15,55,37
2666,EMPLOYEE,46,51,51,89,95,43
2667,EMPLOYEE,6,86,78,89,85,93
2667,EMPLOYEE,20,35,0,100,99,49
2667,EMPLOYEE,36,52,74,78,32,48
2668,EMPLOYEE,11,34,41,25,92,48
2668,EMPLOYEE,8,2,64,93,83,46
2668,EMPLOYEE,29,80,72,28,96,37
2669,EMPLOYEE,13,24,60,1,55,11
2669,EMPLOYEE,9,24,2,83,72,29
2669,EMPLOYEE,3,80,17,30,23,70
2670,EMPLOYEE,23,41,40,47,7,88
2670,EMPLOYEE,17,99,7,62,10,78
2670,EMPLOYEE,31,10,71,50,23,100
2671,EMPLOYEE,30,90,39,43,65,90
2671,EMPLOYEE,39,8,10,11,19,44
2671,EMPLOYEE,19,16,8,19,31,77
2672,EMPLOYEE,39,61,26,6,25,0
2672,EMPLOYEE,37,65,65,20,69,78
2672,EMPLOYEE,49,27,6,7,56,31
2673,EMPLOYEE,18,20,39,11,47,64
2673,EMPLOYEE,40,15,49,74,52,96
2673,EMPLOYEE,12,44,58,53,59,94
2674,EMPLOYEE,44,62,11,68,86,16
2674,EMPLOYEE,16,91,33,50,39,46
2674,EMPLOYEE,26,75,82,85,54,72
2675,EMPLOYEE,11,87,63,56,53,21
2675,EMPLOYEE,27,61,44,84,5,2
2675,EMPLOYEE,6,29,88,22,93,19
2676,EMPLOYEE,25,100,49,53,88,64
2676,EMPLOYEE,23,15,98,57,98,93
2676,EMPLOYEE,19,18,83,5,57,55
2677,EMPLOYEE,22,14,16,39,9,94
2677,EMPLOYEE,30,81,97,46,70,20
2677,EMPLOYEE,29,78,75,91,91,40
2678,EMPLOYEE,14,77,83,47,25,92
2678,EMPLOYEE,6,79,59,6,84,31
2678,EMPLOYEE,50,11,90,44,53,1
2679,EMPLOYEE,37,20,84,13,61,86
2679,EMPLOYEE,32,88,6,79,11,60
2679,EMPLOYEE,33,33,35,98,77,95
2680,EMPLOYEE,22,78,56,88,87,87
2680,EMPLOYEE,42,34,43,22,63,88
2680,EMPLOYEE,34,60,31,66,13,57
2681,EMPLOYEE,18,22,61,7,9,18
2681,EMPLOYEE,21,0,7,4,85,91
2681,EMPLOYEE,39,66,90,23,36,95
2682,EMPLOYEE,23,5,0,54,77,32
2682,EMPLOYEE,49,70,90,55,15,93
2682,EMPLOYEE,27,86,35,21,83,90
2683,EMPLOYEE,26,3,20,65,81,12
2683,EMPLOYEE,12,20,4,64,16,92
2683,EMPLOYEE,38,87,22,59,13,40
2684,EMPLOYEE,11,60,99,31,52,53
2684,EMPLOYEE,40,33,2,50,37,48
2684,EMPLOYEE,37,4,1,82,31,29
2685,EMPLOYEE,37,92,40,6,78,81
2685,EMPLOYEE,2,15,66,75,77,34
2685,EMPLOYEE,11,26,81,73,32,94
2686,EMPLOYEE,47,6,30,80,40,90
2686,EMPLOYEE,17,62,100,78,12,7
2686,EMPLOYEE,30,95,26,16,15,30
2687,EMPLOYEE,38,88,23,78,70,7
2687,EMPLOYEE,31,33,58,72,77,85
2687,EMPLOYEE,14,95,99,20,9,22
2688,EMPLOYEE,50,69,53,90,43,34
2688,EMPLOYEE,49,49,84,84,100,16
2688,EMPLOYEE,14,43,57,26,27,26
2689,EMPLOYEE,24,38,33,19,96,33
2689,EMPLOYEE,43,55,90,33,42,92
2689,EMPLOYEE,4,87,81,3,64,91
2690,EMPLOYEE,4,51,23,78,2,72
2690,EMPLOYEE,12,13,97,62,52,92
2690,EMPLOYEE,40,51,53,39,67,19
2691,EMPLOYEE,47,9,6,15,33,49
2691,EMPLOYEE,3,42,44,46,29,96
2691,EMPLOYEE,30,38,94,24,16,89
2692,EMPLOYEE,48,25,29,4,88,26
2692,EMPLOYEE,37,27,23,92,12,41
2692,EMPLOYEE,50,73,37,8,100,31
2693,EMPLOYEE,21,47,33,10,85,79
2693,EMPLOYEE,24,82,49,1,77,54
2693,EMPLOYEE,4,26,5,97,3,1
2694,EMPLOYEE,7,78,36,10,32,74
2694,EMPLOYEE,24,70,81,85,6,4
2694,EMPLOYEE,50,64,86,59,43,74
2695,EMPLOYEE,46,92,75,90,73,79
2695,EMPLOYEE,44,61,16,26,90,42
2695,EMPLOYEE,41,27,90,23,88,0
2696,EMPLOYEE,5,72,99,25,21,80
2696,EMPLOYEE,6,91,79,98,8,92
2696,EMPLOYEE,33,97,28,78,97,46
2697,EMPLOYEE,31,84,88,26,78,4
2697,EMPLOYEE,45,19,61,78,42,12
2697,EMPLOYEE,38,66,78,32,82,42
2698,EMPLOYEE,12,98,97,29,19,32
2698,EMPLOYEE,3,65,2,49,84,71
2698,EMPLOYEE,35,63,52,73,5,68
2699,EMPLOYEE,42,32,37,32,41,52
2699,EMPLOYEE,21,26,87,36,31,48
2699,EMPLOYEE,48,16,30,0,68,75
2700,EMPLOYEE,8,44,3,41,21,66
2700,EMPLOYEE,27,58,14,49,48,22
2700,EMPLOYEE,7,56,44,63,27,13
2701,EMPLOYEE,9,72,37,65,69,3
2701,EMPLOYEE,49,10,86,41,54,4
2701,EMPLOYEE,7,95,12,10,5,56
2702,EMPLOYEE,48,31,20,83,62,49
2702,EMPLOYEE,21,92,74,72,49,48
2702,EMPLOYEE,19,1,6,53,26,78
2703,EMPLOYEE,8,38,10,13,14,37
2703,EMPLOYEE,6,100,7,79,63,54
2703,EMPLOYEE,31,6,18,39,29,94
2704,EMPLOYEE,39,85,28,50,89,23
2704,EMPLOYEE,9,38,74,96,51,58
2704,EMPLOYEE,26,11,40,95,68,48
2705,EMPLOYEE,22,64,1,42,50,28
2705,EMPLOYEE,34,78,60,35,87,20
2705,EMPLOYEE,31,73,71,30,99,69
2706,EMPLOYEE,45,49,1,89,28,1
2706,EMPLOYEE,37,6,43,52,35,89
2706,EMPLOYEE,43,10,75,64,91,27
2707,EMPLOYEE,21,63,11,73,7,98
2707,EMPLOYEE,3,43,2,20,22,63
2707,EMPLOYEE,16,74,76,28,28,45
2708,EMPLOYEE,37,83,37,76,8,92
2708,EMPLOYEE,31,48,8,14,82,63
2708,EMPLOYEE,18,68,77,100,100,14
2709,EMPLOYEE,16,87,27,91,36,13
2709,EMPLOYEE,3,20,21,89,79,59
2709,EMPLOYEE,8,68,33,37,73,35
2710,EMPLOYEE,19,12,54,60,68,42
2710,EMPLOYEE,9,97,34,69,1,77
2710,EMPLOYEE,40,36,65,59,87,54
2711,EMPLOYEE,49,29,49,90,98,24
2711,EMPLOYEE,21,25,13,63,39,56
2711,EMPLOYEE,18,99,28,56,35,85
2712,EMPLOYEE,41,82,100,5,57,38
2712,EMPLOYEE,39,92,5,99,84,82
2712,EMPLOYEE,46,35,31,62,68,48
2713,EMPLOYEE,2,23,98,58,93,78
2713,EMPLOYEE,6,78,70,98,91,33
2713,EMPLOYEE,23,10,64,96,83,20
2714,EMPLOYEE,39,92,59,75,13,92
2714,EMPLOYEE,5,56,39,47,93,87
2714,EMPLOYEE,18,10,30,64,100,96
2715,EMPLOYEE,44,37,48,14,14,42
2715,EMPLOYEE,39,82,97,85,47,3
2715,EMPLOYEE,14,70,66,64,82,95
2716,EMPLOYEE,23,96,37,17,64,52
2716,EMPLOYEE,39,84,59,30,39,6
2716,EMPLOYEE,9,49,76,71,82,22
2717,EMPLOYEE,36,38,21,14,87,11
2717,EMPLOYEE,14,0,58,35,28,4
2717,EMPLOYEE,47,42,78,10,85,37
2718,EMPLOYEE,30,45,34,57,39,13
2718,EMPLOYEE,37,40,5,76,79,56
2718,EMPLOYEE,23,25,26,39,64,57
2719,EMPLOYEE,40,69,57,38,0,70
2719,EMPLOYEE,45,93,73,75,52,77
2719,EMPLOYEE,7,68,29,76,58,26
2720,EMPLOYEE,26,29,76,26,73,53
2720,EMPLOYEE,39,42,10,75,14,38
2720,EMPLOYEE,14,30,65,93,12,64
2721,EMPLOYEE,30,21,49,83,65,13
2721,EMPLOYEE,33,93,86,58,95,80
2721,EMPLOYEE,15,81,97,74,29,19
2722,EMPLOYEE,31,36,65,41,85,69
2722,EMPLOYEE,13,16,63,95,55,59
2722,EMPLOYEE,32,75,34,9,88,67
2723,EMPLOYEE,42,76,7,4,26,92
2723,EMPLOYEE,47,45,7,70,0,16
2723,EMPLOYEE,33,51,88,73,41,3
2724,EMPLOYEE,7,98,43,0,23,74
2724,EMPLOYEE,10,77,18,73,82,80
2724,EMPLOYEE,30,3,43,44,11,11
2725,EMPLOYEE,22,80,46,88,9,40
2725,EMPLOYEE,47,50,93,45,86,39
2725,EMPLOYEE,5,56,36,39,81,77
2726,EMPLOYEE,22,31,35,68,52,52
2726,EMPLOYEE,1,47,21,4,24,31
2726,EMPLOYEE,6,20,32,98,61,28
2727,EMPLOYEE,41,87,67,47,64,10
2727,EMPLOYEE,19,82,67,21,79,14
2727,EMPLOYEE,15,23,95,7,21,18
2728,EMPLOYEE,46,2,44,29,99,14
2728,EMPLOYEE,41,0,56,58,19,84
2728,EMPLOYEE,47,21,7,55,12,47
2729,EMPLOYEE,1,76,10,99,36,12
2729,EMPLOYEE,2,85,71,13,46,72
2729,EMPLOYEE,46,85,30,35,43,9
2730,EMPLOYEE,9,45,70,72,60,97
2730,EMPLOYEE,21,28,79,76,1,46
2730,EMPLOYEE,45,100,67,99,84,25
2731,EMPLOYEE,14,8,4,69,14,81
2731,EMPLOYEE,35,52,93,39,6,58
2731,EMPLOYEE,20,8,86,59,0,28
2732,EMPLOYEE,36,49,37,66,71,23
2732,EMPLOYEE,2,57,49,94,38,84
2732,EMPLOYEE,47,94,52,34,10,81
2733,EMPLOYEE,23,40,83,77,58,94
2733,EMPLOYEE,12,78,97,15,62,91
2733,EMPLOYEE,49,39,27,98,14,100
2734,EMPLOYEE,44,2,9,35,56,43
2734,EMPLOYEE,13,26,96,19,96,89
2734,EMPLOYEE,16,11,20,63,11,35
2735,EMPLOYEE,7,85,72,91,19,33
2735,EMPLOYEE,27,21,42,63,49,51
2735,EMPLOYEE,18,7,16,9,55,73
2736,EMPLOYEE,13,86,13,16,84,4
2736,EMPLOYEE,30,36,77,34,3,76
2736,EMPLOYEE,50,11,30,73,68,22
2737,EMPLOYEE,33,82,73,68,99,74
2737,EMPLOYEE,13,89,56,41,100,86
2737,EMPLOYEE,49,4,35,40,16,46
2738,EMPLOYEE,37,20,51,67,4,3
2738,EMPLOYEE,47,93,31,27,92,82
2738,EMPLOYEE,26,12,87,33,3,59
2739,EMPLOYEE,36,99,72,37,33,60
2739,EMPLOYEE,22,27,36,23,10,44
2739,EMPLOYEE,12,73,13,30,33,74
2740,EMPLOYEE,48,34,50,47,86,57
2740,EMPLOYEE,22,46,38,30,41,75
2740,EMPLOYEE,46,67,39,18,2,7
2741,EMPLOYEE,45,38,1,31,53,21
2741,EMPLOYEE,27,60,100,83,21,64
2741,EMPLOYEE,6,74,61,42,90,8
2742,EMPLOYEE,41,23,29,85,48,33
2742,EMPLOYEE,13,88,12,86,68,76
2742,EMPLOYEE,38,85,30,63,87,19
2743,EMPLOYEE,26,76,34,86,30,85
2743,EMPLOYEE,7,30,70,55,41,3
2743,EMPLOYEE,11,69,57,83,76,74
2744,EMPLOYEE,23,14,76,29,76,69
2744,EMPLOYEE,38,70,35,42,59,34
